id	lemma	pos	synset	synset_lemma	definition	example
IT4120	bebè	noun	Synset('omw-iwn-09827683-n')	['poppante', 'lattante', 'infante', 'bebè', 'neonato']	lattante	[]
IT275	creatura	noun	Synset('omw-iwn-00004475-n')	['creatura', 'organismo vivente', 'essere vivente']	ogni essere vivente	[]
IT275	creatura	noun	Synset('omw-iwn-00004258-n')	['creatura', 'organismo vivente', 'essere vivente']	ogni essere vivente	[]
IT2051	politico	noun	Synset('omw-iwn-10014658-n')	['politico', 'diplomatico']	per estens., persona accorta, abile, piena di tatto nel trattare un affare	[]
IT2051	politico	noun	Synset('omw-iwn-10450303-n')	['politico']	chi partecipa alla vita politica ricoprendo incarichi nell'ambito dei vari partiti ufficialmente riconosciuti	[]
IT3701	oca	noun	Synset('omw-iwn-01855672-n')	['oca']	grosso uccello dei palmipedi, con collo lungo e becco robusto, allevato per le carni e le piume	[]
IT3348	poliziotto	noun	Synset('omw-iwn-10448983-n')	['birro', 'sbirro', 'agente', 'segugio', 'agente di polizia', 'poliziotto', 'piedipiatti']	poliziotto	[]
IT767	storia	noun	Synset('omw-iwn-06514093-n')	['storia']	opera storica	[]
IT767	storia	noun	Synset('omw-iwn-06155567-n')	['storia']	dottrina, disciplina	[]
IT767	storia	noun	Synset('omw-iwn-15123996-n')	['storia']	l'accadere degli eventi umani, lo svolgersi della civiltà	[]
IT767	storia	noun	Synset('omw-iwn-06156752-n')	['storia']	opera storica	[]
IT767	storia	noun	Synset('omw-iwn-06757057-n')	['bubbola', 'balla', 'favola', 'pispola', 'panzana', 'storia', 'fandonia', 'frottola']	bugia smaccata	[]
IT3895	finire	verb	Synset('omw-iwn-00358431-v')	"['decedere', 'passare a miglior vita', 'andare in cielo', 'andare al Creatore', ""andare all'altro mondo"", 'andare', 'finire', 'trapassare', 'crepare', 'schiantare', 'mancare', 'dipartirsi', 'morire']"	venir meno, morire	[]
IT3895	finire	verb	Synset('omw-iwn-00352826-v')	['porre termine', 'porre fine', 'terminare', 'finire', 'concludere', 'chiudere', 'estinguere']	porre fine a q.c	[]
IT3895	finire	verb	Synset('omw-iwn-02680814-v')	['smettere', 'cessare', 'finire']	interrompere volontariamente un'attività o un'azione	[]
IT3347	guardia	noun	Synset('omw-iwn-10150281-n')	['guardia']	giocatore nella pallacanestro	[]
IT3347	guardia	noun	Synset('omw-iwn-08215801-n')	['scorta', 'vigilanza', 'guardia']	gruppo o persona che è di scorta	[]
IT755	rivoluzione	noun	Synset('omw-iwn-07440979-n')	['rivoluzione']	moto di un corpo celeste intorno ad un altro	[]
IT755	rivoluzione	noun	Synset('omw-iwn-07424109-n')	['rivoluzionamento', 'rivoluzione']	cambiamento rapido	[]
IT755	rivoluzione	noun	Synset('omw-iwn-00962722-n')	['moto rivoluzionario', 'rivoluzione']	rivolgimento violento dell'ordine politico vigente	[]
IT755	rivoluzione	noun	Synset('omw-iwn-13976322-n')	['tregenda', 'bordello', 'baraonda', 'vespaio', 'marasma', 'sarabanda', 'putiferio', 'rivoluzione', 'quarantotto', 'casino', 'pandemonio', 'tempesta']	stato di grande confusione e turbamento	[]
IT2139	volpe	noun	Synset('omw-iwn-02118333-n')	['volpe']	mammifero carnivoro di media grandezza	[]
IT64	accademia	noun	Synset('omw-iwn-08279298-n')	['accademia']	istituto di insegnamento superiore	[]
IT64	accademia	noun	Synset('omw-iwn-08280124-n')	['academia', 'accademia']	società per la difesa dei beni culturali e lo studio delle lettere	[]
IT3254	misto	noun	Synset('omw-iwn-14586258-n')	['mistura', 'miscellanea', 'mix', 'agglomerato', 'amalgama', 'pasticcio', 'impasto', 'mistione', 'mescola', 'melange', 'composto', 'miscela', 'misto', 'miscuglio', 'mescolanza', 'pastone']	mescolanza di due o più sostanze	[]
IT578	cane	noun	Synset('omw-iwn-02084071-n')	['cane']	animale domestico molto comune, diffuso in tutto il mondo, usato per la caccia, la difesa, nella pastorizia, e come animale da compagnia	[]
IT578	cane	noun	Synset('omw-iwn-09886220-n')	['cane']	persona spregevole, villana o malvagia	[]
IT1776	desiderio	noun	Synset('omw-iwn-07484265-n')	['brama', 'bramosia', 'voglia', 'desiderio', 'vaghezza']	desiderio intenso causato da stimoli indipendenti dalla volontà	[]
IT3501	retorica	noun	Synset('omw-iwn-07072698-n')	['retorica']	arte del parlare e dello scrivere	[]
IT1659	diverso	noun	Synset('omw-iwn-10182913-n')	['gay', 'omosessuale', 'diverso', 'checca', 'finocchio', 'invertito']	uomo omosessuale	[]
IT2652	reazione	noun	Synset('omw-iwn-00859001-n')	['risposta', 'reazione']	risposta dell'organismo ad uno stimolo esterno	[]
IT2652	reazione	noun	Synset('omw-iwn-13447361-n')	['reazione']	processo chimico	[]
IT228	calore	noun	Synset('omw-iwn-05725527-n')	['calore', 'caldo']	la sensazione di caldo	[]
IT228	calore	noun	Synset('omw-iwn-14038264-n')	['calore', 'estro']	periodo durante il quale gli animali sono particolarmente predisposti all'accoppiamento	[]
IT228	calore	noun	Synset('omw-iwn-05016171-n')	['calore', 'caldo']	temperatura elevata	[]
IT228	calore	noun	Synset('omw-iwn-11466043-n')	['calore']	energia prodotta da fonti naturali o artificiali, avente la proprietà di riscaldare i corpi e di variarne lo stato fisico	[]
IT228	calore	noun	Synset('omw-iwn-14050143-n')	['vivezza', 'fervore', 'calore umano', 'vitalità', 'spirito', 'vivacità', 'calore', 'animazione']	vitalità	[]
IT235	impegno	noun	Synset('omw-iwn-00633329-n')	['serietà', 'coscienza', 'impegno', 'applicazione', 'studio', 'diligenza', 'attenzione', 'premura']	la diligenza con cui si svolge un compito	[]
IT2177	sacco	noun	Synset('omw-iwn-04023962-n')	['sacco']	attrezzo per il pugilato	[]
IT2093	ipocrita	noun	Synset('omw-iwn-10195593-n')	['ipocrita', 'cortigiano']	persona falsa e adulatrice	[]
IT3003	povertà	noun	Synset('omw-iwn-14493145-n')	['necessità', 'miseria', 'angustia', 'stento', 'inopia', 'indigenza', 'strettezza', 'povertà', 'ristrettezza']	povertà	[]
IT3857	pregare	verb	Synset('omw-iwn-00759944-v')	['orare', 'pregare']	recitare preghiere	[]
IT2486	finto	adjective	Synset('omw-iwn-00584403-a')	['insincero', 'falso', 'igannevole', 'ipocrita', 'finto']	di persona che è falsa, ipocrita	[]
IT4261	lercio	adjective	Synset('omw-iwn-00419289-a')	['immondo', 'lercio', 'sozzo', 'sordido', 'lurido', 'laido', 'lordo', 'sudicio', 'sporco']	Che è sporco, macchiato, imbrattato, unto	[]
IT2356	razza	noun	Synset('omw-iwn-01495701-n')	['razza']	pesce di mare commestibile	[]
IT2356	razza	noun	Synset('omw-iwn-07970721-n')	['casato', 'ascendenza', 'prosapia', 'genia', 'ceppo', 'razza', 'schiatta', 'lignaggio', 'casata', 'stirpe', 'famiglia', 'gente']	l'insieme delle famiglie con uno stesso capostipite	[]
IT2356	razza	noun	Synset('omw-iwn-05839024-n')	['fatta', 'qualità', 'razza', 'genere', 'specie', 'sorta', 'tipo', 'forma']	tipo di, modo particolare di essere di qualcosa	[]
IT2356	razza	noun	Synset('omw-iwn-03773504-n')	['razza', 'razzo', 'missile']	veicolo ad autopropulsione	[]
IT2162	pecora	noun	Synset('omw-iwn-02411705-n')	['pecora']	mammifero ruminante domestico, allevato per il mantello riccio e soffice da cui si ricava la lana, ma anche per il latte e le carni	[]
IT1591	cavolo	noun	Synset('omw-iwn-11875691-n')	['cavolo']	pianta erbacea del genere Brassica largamente coltivata in numerose varietà	[]
IT2473	situazione	noun	Synset('omw-iwn-13925752-n')	['situazione']	stato, condizione, insieme di circostanze	[]
IT2473	situazione	noun	Synset('omw-iwn-13927383-n')	['situazione']	stato, condizione, insieme di circostanze	[]
IT3199	confusione	noun	Synset('omw-iwn-05683582-n')	['confusione']	stato psicologico caratterizzato da smarrimento e scarsa chiarezza	[]
IT3416	terribile	adjective	Synset('omw-iwn-01263013-a')	['tristo', 'feroce', 'empio', 'crudo', 'perverso', 'terribile', 'perfido', 'scellerato', 'crudele', 'malvagio', 'disumano', 'selvaggio']	malvagio	[]
IT4230	rapina	noun	Synset('omw-iwn-00781685-n')	['rapina']	il rapinare	[]
IT393	culo	noun	Synset('omw-iwn-05559256-n')	['deretano', 'fondo schiena', 'culo', 'sedere']	la parte del corpo su cui si sta seduti	[]
IT72	universitario	noun	Synset('omw-iwn-10736602-n')	['universitario']	studente universitario	[]
IT72	universitario	noun	Synset('omw-iwn-09936892-n')	['universitario']	studente universitario	[]
IT2092	ipocrisia	noun	Synset('omw-iwn-04868148-n')	['doppiezza', 'falsità', 'ipocrisia', 'fariseismo', 'farisaismo']	qualità di chi è ipocrita	[]
IT2092	ipocrisia	noun	Synset('omw-iwn-06760076-n')	['infingimento', 'falsità', 'ipocrisia']	atto da ipocrita	[]
IT2240	fallo	noun	Synset('omw-iwn-06769392-n')	['sbaglio', 'fallo', 'errore']	il risultato dell'errare, la cosa sbagliata	[]
IT4597	giallo	noun	Synset('omw-iwn-01464844-n')	['giallo', 'rosso', 'tuorlo']	la parte più nutriente dell'uovo di colore variabile tra il giallo e il rosso	[]
IT4597	giallo	noun	Synset('omw-iwn-04965661-n')	['giallo']	colore giallo	[]
IT2272	male	noun	Synset('omw-iwn-05144079-n')	['male']	qualità di ciò che non è bene	[]
IT1365	casta	noun	Synset('omw-iwn-08306194-n')	['casta']	in senso spregiativo categoria sociale o professionale chiusa, i cui componenti godono di speciali diritti o privilegi	[]
IT1365	casta	noun	Synset('omw-iwn-08306047-n')	['casta']	gruppo sociale rigidamente chiuso. In India, ciascuno dei gruppi sociali su cui si basava, soprattutto in passato, la suddivisione della società	[]
IT4129	bebé	noun	Synset('omw-iwn-09827683-n')	['poppante', 'lattante', 'infante', 'bebè', 'neonato']	lattante	[]
IT1478	cinese	noun	Synset('omw-iwn-06929742-n')	['cinese']		[]
IT1478	cinese	noun	Synset('omw-iwn-09698108-n')	['cinese']		[]
IT3761	solito	adjective	Synset('omw-iwn-00489491-a')	['consueto', 'solito', 'abituale', 'normale', 'ordinario', 'usuale']	non caratterizzato da eventi eccezionali o da elementi insoliti o stravaganti	[]
IT1211	volume	noun	Synset('omw-iwn-02870092-n')	['volume', 'tomo', 'libro']	libro	[]
IT1211	volume	noun	Synset('omw-iwn-04990220-n')	['volume']	intensità del suono	[]
IT1211	volume	noun	Synset('omw-iwn-05099389-n')	['volume']	quantità indeterminata	[]
IT1211	volume	noun	Synset('omw-iwn-13779032-n')	['volume']	misura delo spazio occupato da un corpo	[]
IT1456	feccia	noun	Synset('omw-iwn-08402147-n')	['feccia', 'ciurma', 'plebaglia', 'marmaglia', 'ciurmaglia', 'teppa', 'gentaglia', 'genia', 'canaglia']	la parte peggiore di un gruppo sociale di una comunità	[]
IT1456	feccia	noun	Synset('omw-iwn-09294984-n')	['feccia']	fondo, deposito melmoso lasciato dai liquidi nei recipienti	[]
IT1456	feccia	noun	Synset('omw-iwn-09269972-n')	['feccia']	fondo, deposito melmoso lasciato dai liquidi nei recipienti	[]
IT1456	feccia	noun	Synset('omw-iwn-08401819-n')	['feccia', 'ciurma', 'plebaglia', 'marmaglia', 'ciurmaglia', 'teppa', 'gentaglia', 'genia', 'canaglia']	la parte peggiore di un gruppo sociale di una comunità	[]
IT3098	incapace	adjective	Synset('omw-iwn-00307474-a')	['inetto', 'inabile', 'incapace']	privo di attitudine o disposizione per qualcosa	[]
IT3467	orgoglio	noun	Synset('omw-iwn-07508486-n')	['orgoglio', 'fierezza']	sentimento della propria dignità	[]
IT676	puttana	noun	Synset('omw-iwn-10485440-n')	['donnina allegra', 'baiadera', 'donnaccia', 'donna di malaffare', 'peripatetica', 'troia', 'zoccola', 'mignotta', 'passeggiatrice', 'bagascia', 'baldracca', 'battona', 'puttana', 'meretrice', 'prostituta', 'donnina', 'squillo', 'call girl', 'donna di vita', 'donna di strada']	donna che si guadagna da vivere prostituendosi	[]
IT3710	terrorista	noun	Synset('omw-iwn-10702781-n')	['terrorista']	chi compie atti terroristici	[]
IT702	falsità	noun	Synset('omw-iwn-06756407-n')	['falso', 'falsità', 'fola', 'invenzione']	affermazione falsa	[]
IT702	falsità	noun	Synset('omw-iwn-06760076-n')	['infingimento', 'falsità', 'ipocrisia']	atto da ipocrita	[]
IT702	falsità	noun	Synset('omw-iwn-04868148-n')	['doppiezza', 'falsità', 'ipocrisia', 'fariseismo', 'farisaismo']	qualità di chi è ipocrita	[]
IT475	coglione	noun	Synset('omw-iwn-05524615-n')	['gonade', 'coglione', 'palla', 'testicolo']	ghiandola riproduttiva maschile	[]
IT475	coglione	noun	Synset('omw-iwn-10734129-n')	['coglione', 'minchione']	persona sciocca e credulona	[]
IT1551	problema	noun	Synset('omw-iwn-06784003-n')	['problema']	esercizio matematico presentato sotto forma di quesito	[]
IT1551	problema	noun	Synset('omw-iwn-14476852-n')	['problema']	per estens., situazione difficile o complicata da superare	[]
IT1551	problema	noun	Synset('omw-iwn-05687338-n')	['nodo', 'problema']	cosa che genera preoccupazione	[]
IT1101	toro	noun	Synset('omw-iwn-13900088-n')	['toro']	superficie generata dalla rotazione di una circonferenza	[]
IT1101	toro	noun	Synset('omw-iwn-02403325-n')	['toro']	costellazione	[]
IT1101	toro	noun	Synset('omw-iwn-04458299-n')	['toro']	elemento architettonico di tipo decorativo	[]
IT1101	toro	noun	Synset('omw-iwn-09455306-n')	['toro']	costellazione	[]
IT1101	toro	noun	Synset('omw-iwn-08686332-n')	['toro']	uomo eccezionalmente robusto e forte	[]
IT2565	fascismo	noun	Synset('omw-iwn-06217944-n')	['fascismo']	regime totalitario, al potere in Italia dal 1922 al 1943	[]
IT826	clan	noun	Synset('omw-iwn-08227214-n')	['clan', 'salotto', 'club', 'circolo']	gruppo di persone che si riunisce per uno scopo comune (spesso ricreativo)	[]
IT2724	furto	noun	Synset('omw-iwn-13262663-n')	['furto', 'bottino', 'malloppo', 'refurtiva']	ricavato di un furto	[]
IT2724	furto	noun	Synset('omw-iwn-00780889-n')	['sottrazione', 'furto']	l'impossessarsi, di nascosto, di cosa altrui	[]
IT2538	ira	noun	Synset('omw-iwn-07516354-n')	['ira', 'furia', 'rabbia', 'collera']	stato di violenta irritazione spesso accompagnato da aggressività nelle parole e nei gesti	[]
IT2044	criminale	adjective	Synset('omw-iwn-01322323-a')	['delinquenziale', 'delittuoso', 'criminoso', 'criminale']		[]
IT69	facoltà	noun	Synset('omw-iwn-05190804-n')	['Potenza', 'potere', 'facoltà']	possedere la facoltà, il potere di fare qualcosa	[]
IT835	circolo	noun	Synset('omw-iwn-08227214-n')	['clan', 'salotto', 'club', 'circolo']	gruppo di persone che si riunisce per uno scopo comune (spesso ricreativo)	[]
IT835	circolo	noun	Synset('omw-iwn-07091214-n')	['tautologia', 'circolo']	ragionamento circolare	[]
IT835	circolo	noun	Synset('omw-iwn-13873502-n')	['circolo', 'cerchio']	figura geometrica piana limitata da una curva, i cui punti sono equidistanti dal centro	[]
IT835	circolo	noun	Synset('omw-iwn-08595720-n')	['latitudine', 'parallelo', 'circolo']	linea immaginaria che percorre il globo parallelamente all'equatore	[]
IT835	circolo	noun	Synset('omw-iwn-11439031-n')	['circolazione sanguigna', 'circolo', 'circolazione']	il movimento del sangue nelle vene	[]
IT835	circolo	noun	Synset('omw-iwn-03054311-n')	['circolo']	il luogo dove il circolo si riunisce	[]
IT2181	mondo	noun	Synset('omw-iwn-00485081-n')	['mondo', 'campana']	gioco infantile	[]
IT2181	mondo	noun	Synset('omw-iwn-02472987-n')	"['società', 'mondo', 'genere umano', ""collettivita' umana"", 'razza umana', 'umanità', 'gente']"	il complesso degli esseri umani	[]
IT2181	mondo	noun	Synset('omw-iwn-09466280-n')	['macrocosmo', 'mondo', 'cosmo', 'creato', 'natura']	l'universo e tutto ciò che lo costituisce	[]
IT2181	mondo	noun	Synset('omw-iwn-06495625-n')	['mondo', 'giro', 'cerchia', 'ambiente']	ambiente, cerchia, giro	[]
IT2181	mondo	noun	Synset('omw-iwn-09239740-n')	['mondo', 'globo', 'corpo celeste', 'astro']	corpo celeste	[]
IT2181	mondo	noun	Synset('omw-iwn-09270894-n')	['globo terracqueo', 'globo terrestre', 'mondo']	la terra, il globo terrestre	[]
IT707	balla	noun	Synset('omw-iwn-06757057-n')	['bubbola', 'balla', 'favola', 'pispola', 'panzana', 'storia', 'fandonia', 'frottola']	bugia smaccata	[]
IT707	balla	noun	Synset('omw-iwn-02778456-n')	['balla']	grosso involto di merce	[]
IT1093	vacca	noun	Synset('omw-iwn-09972587-n')	['vacca']	donna grossa e sformata	[]
IT1093	vacca	noun	Synset('omw-iwn-01887787-n')	['vacca', 'mucca']	bovino femmina che ha già figliato	[]
IT1093	vacca	noun	Synset('omw-iwn-02403454-n')	['vacca', 'mucca']	bovino femmina che ha già figliato	[]
IT3176	gelosia	noun	Synset('omw-iwn-07550079-n')	['gelosia']	sentimento doloroso che nasce da un desiderio di possesso esclusivo nei confronti della persona amata e dal timore di una sua infedeltà	[]
IT3176	gelosia	noun	Synset('omw-iwn-00758335-n')	['gelosia', 'invidia']	maligno sentimento di astio e rammarico per la felicità, il benessere, la fortuna altrui	[]
IT3176	gelosia	noun	Synset('omw-iwn-05706076-n')	['gelosia']	cura vigile e attenta, scrupoloso riguardo	[]
IT3811	rovinare	verb	Synset('omw-iwn-00258857-v')	['guastare', 'rovinare', 'ledere', 'nuocere', 'danneggiare']	recar danno	[]
IT2534	rabbia	noun	Synset('omw-iwn-14271667-n')	['rabbia', 'idrofobia']	grave malattia virale di mammiferi spec. cani e lupi, che può essere trasmessa all'uomo attraverso il morso	[]
IT2534	rabbia	noun	Synset('omw-iwn-07516354-n')	['ira', 'furia', 'rabbia', 'collera']	stato di violenta irritazione spesso accompagnato da aggressività nelle parole e nei gesti	[]
IT2489	falso	adjective	Synset('omw-iwn-00584403-a')	['insincero', 'falso', 'igannevole', 'ipocrita', 'finto']	di persona che è falsa, ipocrita	[]
IT2489	falso	adjective	Synset('omw-iwn-01573238-a')	['spurio', 'contraffatto', 'falsificato', 'falso']		[]
IT3893	morire	verb	Synset('omw-iwn-02609764-v')	['morire']	terminare, fermarsi	[]
IT3893	morire	verb	Synset('omw-iwn-00358431-v')	"['decedere', 'passare a miglior vita', 'andare in cielo', 'andare al Creatore', ""andare all'altro mondo"", 'andare', 'finire', 'trapassare', 'crepare', 'schiantare', 'mancare', 'dipartirsi', 'morire']"	venir meno, morire	[]
IT2485	gregge	noun	Synset('omw-iwn-07991169-n')	['greggia', 'gregge']	gruppo di ovini raccolti insieme sotto la custodia di un pastore	[]
IT1077	stanchezza	noun	Synset('omw-iwn-14016361-n')	['fiacca', 'stanchezza', 'affaticamento', 'fatica']	stato che deriva da uno sforzo fisico o intellettuale troppo intenso o prolungato	[]
IT3413	risparmio	noun	Synset('omw-iwn-00192613-n')	['economia', 'risparmio']	il risparmiare	[]
IT1139	imprenditore	noun	Synset('omw-iwn-10060352-n')	['imprenditore']	chi organizza e dirige un'impresa economica	[]
IT2849	gola	noun	Synset('omw-iwn-09405787-n')	"['stretta', ""can'on"", 'gola', 'canyon', 'canalone']"	varco angusto	[]
IT2849	gola	noun	Synset('omw-iwn-05547508-n')	['gorgia', 'strozza', 'gola']	parte del corpo situata all'altezza del collo	[]
IT3311	mozzarella	noun	Synset('omw-iwn-07854184-n')	['mozzarella']	formaggio  tipico della Campania, a pasta bianca e morbida, prodotto con latte di bufala o di vacca	[]
IT4138	cieco	adjective	Synset('omw-iwn-02158826-a')	['non vedente', 'cieco']	cieco	[]
IT3402	comune	noun	Synset('omw-iwn-03036022-n')	['comune', 'municipio']	comune	[]
IT3402	comune	noun	Synset('omw-iwn-08541609-n')	['municipio', 'comune']	amministrazione comunale	[]
IT3402	comune	noun	Synset('omw-iwn-08225581-n')	['comune', 'comunità', 'cittadinanza']	l'insieme degli abitanti di un comune	[]
IT327	stupidità	noun	Synset('omw-iwn-05645597-n')	['idiozia', 'stupidità', 'imbecillità']	l'essere stupido, il mostrare scarsa intelligenza	[]
IT572	procuratore	noun	Synset('omw-iwn-10486909-n')	['procuratore']	chi ha una procura da parte di altri	[]
IT909	industriale	noun	Synset('omw-iwn-10204177-n')	['industriale']	lavoratore	[]
IT3780	sbaglio	noun	Synset('omw-iwn-06769392-n')	['sbaglio', 'fallo', 'errore']	il risultato dell'errare, la cosa sbagliata	[]
IT933	merda	noun	Synset('omw-iwn-14854581-n')	['cacca', 'merda', 'stronzo', 'cacata']	escremento	[]
IT51	rappresentante	noun	Synset('omw-iwn-10726786-n')	['rappresentante di commercio', 'viaggiatore di commercio', 'commesso viaggiatore', 'viaggiatore', 'rappresentante', 'commesso', 'agente di commercio']	chi promuove qualcosa a nome di altri	[]
IT51	rappresentante	noun	Synset('omw-iwn-10522035-n')	['rappresentante']	chi in particolari attività o funzioni rappresenta altre persone o lo stato	[]
IT2354	gente	noun	Synset('omw-iwn-02472987-n')	"['società', 'mondo', 'genere umano', ""collettivita' umana"", 'razza umana', 'umanità', 'gente']"	il complesso degli esseri umani	[]
IT2354	gente	noun	Synset('omw-iwn-08160276-n')	['gente', 'massa', 'popolo']	il complesso dei cittadini	[]
IT2354	gente	noun	Synset('omw-iwn-07942152-n')	['gente']	insieme di persone cotraddistinte da una caratteristica comune: gente di campagna, di città, di cultura, di chiesa	[]
IT2354	gente	noun	Synset('omw-iwn-07970721-n')	['casato', 'ascendenza', 'prosapia', 'genia', 'ceppo', 'razza', 'schiatta', 'lignaggio', 'casata', 'stirpe', 'famiglia', 'gente']	l'insieme delle famiglie con uno stesso capostipite	[]
IT1142	affari	noun	Synset('omw-iwn-01095753-n')	"[""attivita' economica"", 'commercio', 'scambio', 'negozio', 'business', 'affari', 'negoziazione', 'mercatura']"	attività economica	[]
IT4319	prendere	verb	Synset('omw-iwn-01214265-v')	['pigliare', 'prendere']	afferrare	[]
IT4319	prendere	verb	Synset('omw-iwn-00358135-v')	['barbicare', 'radicare', 'allignare', 'tenere', 'prendere', 'attecchire', 'attaccare']	apprendersi al terreno	[]
IT4319	prendere	verb	Synset('omw-iwn-00543016-v')	['prendere']	accendersi (detto di fuoco)	[]
IT4319	prendere	verb	Synset('omw-iwn-02321757-v')	['prendere', 'fregare', 'abbrancare', 'arraffare']	impossessarsi con la violenza, con la forza o con la truffa di beni altrui	[]
IT4319	prendere	verb	Synset('omw-iwn-02210855-v')	['avere', 'prendere', 'trarre', 'ricevere', 'acquisire', 'ottenere']	venire in possesso di qualcosa di concreto o di astratto	[]
IT3076	voglia	noun	Synset('omw-iwn-07484265-n')	['brama', 'bramosia', 'voglia', 'desiderio', 'vaghezza']	desiderio intenso causato da stimoli indipendenti dalla volontà	[]
IT3076	voglia	noun	Synset('omw-iwn-04692638-n')	['voglia']	macchia della pelle dovuta a pigmentazione abnorme	[]
IT1826	gobbo	noun	Synset('omw-iwn-10192412-n')	['gobbo', 'gibbosità', 'gobba']	rigonfiamento, gobba	[]
IT2824	popolo	noun	Synset('omw-iwn-08166552-n')	['paese', 'nazione', 'popolo']	insieme di individui legati da comunanza di tradizioni storiche, lingua, costumi, ed aventi coscienza di tali vincoli	[]
IT2824	popolo	noun	Synset('omw-iwn-08180639-n')	['classe lavoratrice', 'proletariato', 'popolo']		[]
IT2824	popolo	noun	Synset('omw-iwn-08180190-n')	['volgo', 'popolo', 'classe inferiore', 'ceto inferiore', 'plebe']		[]
IT2824	popolo	noun	Synset('omw-iwn-07947255-n')	['volgo', 'popolo', 'classe inferiore', 'ceto inferiore', 'plebe']		[]
IT2824	popolo	noun	Synset('omw-iwn-08160276-n')	['gente', 'massa', 'popolo']	il complesso dei cittadini	[]
IT4673	romanó	noun	Synset('omw-iwn-09716933-n')	['romano']	abitante o nativo di Roma	[]
IT1304	cattivo	adjective	Synset('omw-iwn-00997036-a')	['cattivo', 'avverso', 'negativo', 'sfavorevole', 'infausto']	sfavorevole, svantaggioso	[]
IT1304	cattivo	adjective	Synset('omw-iwn-01611067-a')	['temibile', 'pericoloso', 'maligno', 'nocivo', 'cattivo', 'insidioso']	che nuoce	[]
IT1304	cattivo	adjective	Synset('omw-iwn-00089355-a')	['spiacevole', 'sgradevole', 'cattivo']	che non incontra il gusto, che non piace	[]
IT1304	cattivo	adjective	Synset('omw-iwn-01092572-a')	['cattivo', 'inefficiente', 'difettoso', 'manchevole.', 'impotente']	difettoso, insufficiente	[]
IT2031	reato	noun	Synset('omw-iwn-00766234-n')	['reato', 'misfatto', 'crimine', 'delitto']	atto commesso in violazione di norme legali e morali	[]
IT4265	sporco	adjective	Synset('omw-iwn-00419289-a')	['immondo', 'lercio', 'sozzo', 'sordido', 'lurido', 'laido', 'lordo', 'sudicio', 'sporco']	Che è sporco, macchiato, imbrattato, unto	[]
IT2231	folle	adjective	Synset('omw-iwn-02572038-a')	['irragionevole', 'dissennato', 'folle', 'insensato', 'pazzo', 'pazzesco']	si dice di comportamento, azione, idea, progetto degno di un pazzo	[]
IT2231	folle	adjective	Synset('omw-iwn-02075321-a')	['demente', 'dissennato', 'mentecatto', 'matto', 'folle', 'pazzo']	si dice di persona che non ragiona, malata di mente	[]
IT448	ritardo	noun	Synset('omw-iwn-01066881-n')	['indugio', 'posticipazione', 'ritardo']	il ritardare	[]
IT448	ritardo	noun	Synset('omw-iwn-15272029-n')	['ritardo']	il tempo di cui si ritarda	[]
IT2912	ideologia	noun	Synset('omw-iwn-06212839-n')	['ideologia']	teoria e insieme di idee	[]
IT1149	borghese	adjective	Synset('omw-iwn-00260780-a')	['borghese']		[]
IT1074	noia	noun	Synset('omw-iwn-07539790-n')	['tedio', 'noia', 'uggia', 'accidia']	sentimento di fastidio, stanchezza interiore e disinteresse nei confronti della vita propria e altrui	[]
IT941	illegittimo	noun	Synset('omw-iwn-09842823-n')	['bastardo', 'figlio-naturale', 'illegittimo']	persona di nascita illegittima	[]
IT2278	indegno	adjective	Synset('omw-iwn-00689471-a')	['indecente', 'indegno', 'indecoroso']	privo di dignità e decoro	[]
IT2278	indegno	adjective	Synset('omw-iwn-02588421-a')	['indegno', 'immeritevole']	che non è degno di merito	[]
IT900	nero	noun	Synset('omw-iwn-09636339-n')	['moro', 'nero', 'negro']	uomo di razza nera	[]
IT900	nero	noun	Synset('omw-iwn-10079893-n')	['nero', 'fascista']	seguace del fascismo	[]
IT2626	curioso	noun	Synset('omw-iwn-10378026-n')	['curioso', 'ficcanaso', 'indiscreto', 'impiccione']	persona che si interessa troppo ai fatti altrui	[]
IT4077	intelligente	adjective	Synset('omw-iwn-00281173-a')	['geniale', 'buono', 'intelligente', 'acuto']	Che rivela intelligenza	[]
IT4077	intelligente	adjective	Synset('omw-iwn-01334398-a')	['intelligente']	che è dotato di intelligenza	[]
IT478	palla	noun	Synset('omw-iwn-05524615-n')	['gonade', 'coglione', 'palla', 'testicolo']	ghiandola riproduttiva maschile	[]
IT478	palla	noun	Synset('omw-iwn-13899404-n')	['palla']	qualunque oggetto di forma sferica	[]
IT478	palla	noun	Synset('omw-iwn-02950943-n')	['palla']	proiettile per cannoni	[]
IT656	squillo	noun	Synset('omw-iwn-10485440-n')	['donnina allegra', 'baiadera', 'donnaccia', 'donna di malaffare', 'peripatetica', 'troia', 'zoccola', 'mignotta', 'passeggiatrice', 'bagascia', 'baldracca', 'battona', 'puttana', 'meretrice', 'prostituta', 'donnina', 'squillo', 'call girl', 'donna di vita', 'donna di strada']	donna che si guadagna da vivere prostituendosi	[]
IT656	squillo	noun	Synset('omw-iwn-07391863-n')	['squillo']	suono forte, di breve durata	[]
IT2082	odio	noun	Synset('omw-iwn-07501545-n')	['antipatia', 'avversione', 'intolleranza', 'insofferenza', 'odio', 'malanimo']	avversione, antipatia, insofferenza per qualcuno o qualcosa	[]
