ID,Lemma,POS,Synset_ID,Synset_Lemma (?),Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
EL1393,άχρηστος,ADJ,,"['άχρηστο πράγμα', 'ακατάλληλο', 'παροπλισμένο']",Αντικείμενο ή ενέργεια που δεν επιτελεί πια τον σκοπό του ή δεν προσφέρει καμία ωφέλεια,,Έτσι κι αλλιώς έμενε άχρηστο.,,svp,,,"['useless', 'worthless', 'inoperative']",useless object : item serving no purpose or function,Behavioral_Trait,0.59,0.21
EL2033,βάνδαλος,ADJ,,"['καταστροφέας', 'ταραξίας', 'χούλιγκαν', 'βίαιος']","Ατόμο που, συνειδητά, προκαλεί φθορές ή βεβήλωση σε ξένη ιδιοκτησία ή δημόσιο χώρο, συχνά χωρίς ιδεολογικό κίνητρο",,username Και οι βάνδαλοι το ίδιοι. Ποτέ δεν βίαζαν την ίδια γυναίκα παραπάνω από τρεις ταυτόχρονα...,,ps,,,"['vandal', 'hooligan', 'despoiler', 'wrecker']",person who destroys property for fun or provocation,Person,1.25,1.16
EL258,βαρβαρισμός,NOUN,,"['θηριωδία', 'αγριότητα', 'βιαιότητα', 'βαναυσότητα']",Επίμονο καθεστώς σκληρότητας ή πολιτισμικής αγριότητας που αρνείται κανόνες ανθρωπιάς,,O πόλεμος είναι ένα γεγονός βαρβαρικό και κατά τήν διάρκειά του ἐπικρατεί βαρβαρισμός,,an,,,"['barbarism', 'atrocity', 'savagery', 'brutality']",act of extreme cruelty and lack of civilization,State,0.52,
EL258,βαρβαρισμός,NOUN,,"['γλωσσικό λάθος', 'σολοικισμός (μερικώς)']",Λάθος μορφής ή ήχου που παρεκκλίνει από την πρότυπη γλώσσα,,"Φαίνεται ότι για πολλούς το γλωσσικό αισθητήριο έπαψε πια να λειτουργεί και ως εκ τούτου, στις μέρες μας, οι γλωσσικοί βαρβαρισμοί κατήντησαν σύνηθες φαινόμενο, με αποτέλεσμα η ελληνική γλώσσα να υποβαθμίζεται.",,an,,,"['barbarism', 'solecism']",barbarism (linguistic) : non-standard word-form deviating from the accepted norm,Event,0.52,
EL255,βάρβαρος,ADJ,,"['άγριος', 'απολίτιστος', 'θηριώδης', 'άξεστος']",Άλλογλωσσο ή απολίτιστο άτομο που θεωρείται έξω από τα όρια του «πολιτισμένου» κόσμου,,"Βάρβαρε!» Φεύγει, τρέμοντας σύγκορμη, τη στιγμή που εγώ βουτάω το τραπεζάκι στη μέση του καθιστικού και το αναποδογυρίζω.",,ps,,,"['barbarian', 'savage', 'uncivilized', 'brutish']",person behaving savagely and uncivilized,Person,1.14,0.49
EL255,βάρβαρος,ADJ,,"['ωμή', 'σκληρή', 'απάνθρωπη']","Πράξη, καθεστώς ή συμπεριφορά που επιδεικνύει ωμότητα, σκληρότητα ή πλήρη έλλειψη πολιτισμού",,"Θέλει να καθίσω δίπλα της και να την αρχίσω στις γαλιφιές, αυτή να μου κουνιέται και να μου λέει ότι δεν μπορεί να υποφέρει άλλο τους βάρβαρους τρόπους μου, εγώ να της λέω ότι έχει δίκιο, αλλά φταίει η πίεση και η υπερένταση της υπηρεσίας, κι αφού φάμε έτσι κάπου τρία τέταρτα της ώρας, στο τέλος να ενδώσει με μεγάλο κόπο, λέγοντας ότι είναι η τελευταία φορά που υποχωρεί, ενώ στην πραγματικότητα είναι πάντα η προτελευταία, η τελευταία δεν έρχεται ποτέ.",,ps,,,"['barbaric', 'brutal', 'inhumane']","barbaric : cruel, inhumane, lacking civility",Behavioral_Trait,1.14,0.56
EL504,βαρεμάρα,NOUN,,"['πλήξη', 'ανία', 'μονοτονία', 'νύστα']",Αίσθημα ανίας και έλλειψης κινήτρων που οδηγεί σε απραξία ή αδιαφορία,,Τον Αλέξη Κωσταλα έπρεπε να έχουμε να δίνει τις βαθμολογίες. Ή τον Τζέισον απ'το #dwtsgr. Μπας και ξυπνήσουμε λίγο απ'τη βαρεμάρα την τωρινή #gntmgr,,svp,,,"['boredom', 'tedium', 'ennui', 'dullness']",feeling of boredom and lack of interest,State,0.21,0.59
EL505,βαρετός,ADJ,,"['ανιαρός', 'μονοτονικός', 'πλαδαρός', 'άχαρος']",Άτομο που κάνει τους άλλους να νιώθουν ανία,,"username Δεν χρειάζεται να κάνει όπως αυτοί, θα μπορούσε να δείξει λίγο τσαμπουκά. Με τα κλισέ που χρησιμοποιεί γίνεται βαρετός. Όταν ο αντίπαλος κάνει τη συζήτηση ροντέο οφείλει να είναι σκληρός.",,svp,,,"['boring', 'dull', 'tedious', 'monotonous']",person or speech that causes boredom because of lack of interest,Person,0.3,1.09
EL505,βαρετός,ADJ,," ['μονότονος', 'κουραστικός']","Χαρακτηριστικό πράγματος, δραστηριότητας ή λόγου που προκαλεί πλήξη γιατί στερείται ενδιαφέροντος",,"Ποοοοσο #βαρετό και όόό,τι να’ναι είναι να χρησιμοποιείς σαν #όπλο εξόντωσης, τη σεξουαλικότητα κάποιου ανθρώπου. Κουδούνια μας τα κάνατε πια με το τι γουστάρει ο ένας και ο άλλος. Βρε ουυυυυυστ. Η #σεξουαλικότητα θα κυβερνήσει ή το #μυαλό; #συριζα",,svp,,,"['boring', 'monotonous', 'dreary']","boring (of a thing/task) : uninteresting, causing boredom",Behavioral_Trait,0.3,
EL1916,βαρίδι,NOUN,,"['βάρος', 'φορτίο']","Συμπαγές βάρος που προσδένεται σε πετονιά, καλώδιο ή ιστό για σταθεροποίηση ή βύθιση, χρησιμοποιείται συχνά για να δηλώσει το βάρος ή το εμπόδιο που καθυστερεί, φρενάρει ή επιβαρύνει την πορεία ενός προσώπου, σχεδίου ή οργανισμού",,Χατζηδάκης: Ο λιγνίτης έγινε βαρίδι για τη ΔΕΗ λόγω των υψηλών εισφορών co2 που πληρώνει,,qas,,,"['dead weight', 'burden', 'ballast', 'weight']",inanimate or figurative weight that hampers progress,Object,0.2,
EL1916,βαρίδι,NOUN,,"['βάρος', 'τροχοπέδη', 'φορτίο']","Μεταφορικά, άτομο ή συλλογικός φορέας που καθυστερεί πρόοδο ή δημιουργεί επιβάρυνση, σαν βάρος που εμποδίζει κίνηση",,Πλέον ο Μητσοτάκης δεν τραβάει.... είναι βαρίδι για την οικονομία – Υπάρχει πολιτικό πρόβλημα και τεράστιο έλλειμμα αφηγήματος https://scq.io/z9cPgFI via @bankingnewsgr,,qas,,,"['dead weight', 'drag', 'millstone']",dead weight : person or factor that drags others down,Person,0.2,
EL285,βαρόνος,NOUN,,"['άρχοντας', 'μεγαλοπαράγοντας', 'μεγιστάνας', 'μαφιόζος']",Άνδρας που φέρει τον κατώτερο τίτλο της τιτλοκρατούσας αριστοκρατίας• κληρονομικός βαθμός κάτω από τούς κόμητες,,Βαρόνος Μινχάουζεν: Ένας φαντασιόπληκτος που έγινε παραμύθι,,qas,,,"['baron', 'tycoon', 'lord', 'kingpin']","man with great economic or illicit power, often ruthless",Person,0.26,
EL285,βαρόνος,NOUN,,"['μεγιστάνας', 'νονός', 'άρχοντας της πιάτσας']","Πρόσωπο με ανεπίσημη αλλά τεράστια ισχύ και οικονομικό έλεγχο σε έναν τομέα (ναρκωτικά, media, πολιτική), συχνά με αρνητική χροιά",,Rupert Murdoch: Αποσύρεται από πρόεδρος των Fox και News Corp ο «βαρόνος» των media,,qas,,," ['baron', 'kingpin', 'magnate']",kingpin/baron : powerful (often illicit) magnate dominating a sector,Person,0.26,
EL2064,βασανίζω,VERB,,"['ταλαιπωρώ', 'κουράζω', 'παρενοχλώ', 'βασανώ']","Προκαλώ σωματικό πόνο μεθοδικά, ώστε να τιμωρήσω ή να αποσπάσω ομολογία",,"username Συμφωνώ αλλά δεν είναι απλά δολοφόνος, τα βασάνιζε και τα τρια παιδάκια. Ο χανιμπαλ δεν είχε τόσο ναρκισσισμό.",,qas,,,"['torture', 'torment', 'harass', 'agonize']",to deliberately inflict physical or mental pain,Event,1.09,0.8
EL2064,βασανίζω,VERB,,"['τυραννώ', 'προβληματίζω']","Μεταφορικά, προκαλώ έντονη πνευματική ανησυχία σε κάποιον ή υποβάλλω τον εαυτό μου σε διαρκή σκέψη",,"Το ερώτημα που βασανίζει τον Σωτηρόπουλο, τον Στεργιάδη, τον Κυριαζίδη και εμένα έχει απαντηθεί.",,qas,,,"['torment', 'plague', 'rack']",torment (mentally) : trouble someone with persistent worrying thoughts,Event,1.09,0.24
EL2403,βασανιστήριο,NOUN,,"['σωματικός πόνος', 'μαρτύριο']",Εσκεμμένη επιβολή έντονου σωματικού πόνου για εκφοβισμό ή ανάκριση,,"username Ο Αη στράτης δεν ήταν μέρος διχασμού ήταν τόπος εξορίας, βασανιστηρίων, εκτελέσεων κομμουνιστών, αγωνιστών της εργατικής τάξης. Επειδή λοιπόν η ιστορία είναι παρούσα γι'αυτό κ την φοβάστε...!!!",,re,,,"['torture', 'torment']",torture : deliberate infliction of severe physical pain,Event,1.14,1.04
EL2403,βασανιστήριο,NOUN,,"['κόλαση', 'μαρτύριο', 'πίκρα']",Κάθε αφόρητα δυσάρεστη εμπειρία που παρατείνεται και εξαντλεί ψυχικά,,"Ερευνητές διαπίστωσαν ότι διαπράχθηκαν εγκλήματα σε βάρος πολιτών και μεταναστών που διέσχισαν τη Λιβύη για να φτάσουν στην Ευρώπη, αλλά κατέληξαν να κρατούνται σε φριχτές συνθήκες. Τα πρώτα ευρήματα καταγράφουν εγκλήματα, όπως ανθρωποκτονίες, βασανιστήρια, εκτελέσεις, βιασμούς.",,re,,,"['ordeal', 'torture', 'anguish']","ordeal : protracted, distressing experience",Behavioral_Trait,1.14,0.6
EL104,βασανιστής,NOUN,,"['δυνάστης, 'τύραννος', 'σαδιστής', 'βίαιος']",Άτομο που προκαλεί συστηματικά πόνο σε άλλους για τιμωρία ή εξαναγκασμό,,"username τις ιδες ιστοριες για μαυραγοριτες,ρουφιανους,βασανιστες,ταγματα θανατου,εξαφανισεις αντιφρονουντων,εκτελεσεις που θα σου αφηγηθει ενας αριστερος παππους στην Ελλάδα για τους δεξιους,τις ιδιεα θα σου αφηγηθεί ενας παππους στην μολδαβια για τους σταλινιστες και καποιοι ωφελημενοι&gt;",,cds,,,"['torturer', 'executioner', 'tormentor', 'sadist']",person who systematically inflicts pain on others,Person,1.25,1.37
EL2277,βατράχι,NOUN,,"['βάτραχος', 'φρύνος', 'σκουληκαντέρα']","Άτομο που θεωρείται αποκρουστικό ή ασήμαντο, παραλληλισμένο με αμφίβιο",,"Να χεις τώρα Τριαντάφυλλο να κατεβαίνει σαν βατράχι από τη τσουλήθρα, και να σου παίρνει κ τη νίκη #survivorGR",,an,,,"['frog', 'toad', 'ugly person']",frog; pejoratively for someone deemed ugly or croaky,Person,0.18,0.56
EL2274,βάτραχος,NOUN,,"['βατράχι', 'φρύνος', 'λιμνόπαιδο']",Υποτιμητικός χαρακτηρισμός για άνθρωπο με παράξενη φωνή ή αντιαισθητική όψη,,"Για δείτε κάτι, μούτρα που μεταμορφώνουν τους βατράχους!",,an,,,"['frog', 'toad', 'croaker']",frog (slur) : person mocked as ugly or croaking,Person,0.15,1.12
EL2274,βάτραχος,NOUN,,['βατραχάνθρωπος'],Εκπαιδευμένος υποβρύχιος καταδρομέας των Ειδικών Δυνάμεων,,"Να είσαι ΟΥΚας, πρώην αρχηγός ΓΕΕΘΑ, πρώην υπουργός Εθνικής Άμυνας κ, να καταντάς το τσιράκι του Τσίπρα κ, κομπάρσος στα θεατρικά του Κασσελάκη. Κρίμα. Όσοι από μας είχαμε την τιμή να υπηρετήσουμε στις Ειδικές Δυνάμεις, σίγουρα δεν νιώθουμε ευχάριστα με τον κατήφορο του βάτραχου.",,an,,,"['frogman', 'combat diver']",frogman : naval commando trained for underwater missions,Person,0.15,
EL2295,βδέλλα,NOUN,,"['παράσιτο', 'κολλιτσίδα', 'φορτικός']","Άτομο φορτικό ή εκμεταλλευτικό που κολλά επίμονα σε άλλους για προσωπικό όφελος, όπως το παρασιτικό ζώο",,username Μιλάμε έχουν παρανοησει τελείως!!! ????????????????????????????Τι θα γίνε με την κατάντια τους. Μιλαμε για βδέλλες!!,,an,,,"['leech', 'sponger', 'parasite']",leech (person) : clingy exploiter,Person,0.51,1.23
EL846,βία,NOUN,,"['αγριότητα', 'βαναυσότητα', 'κακοποίηση', 'βιαιότητα']","Κοινωνικό φαινόμενο όπου ασκείται ηθελημένη φυσική δύναμη ή απειλή, προκαλώντας σωματική ή ψυχική βλάβη",,username Εντωμεταξύ ρε παιδιά ο Κεχαγιάς Ζακ κ Σοφία μόνιμα τσίρκο κ τρελή τη λένε μπροστά της...Ο Χαος το ίδιο!Η Ραγισα εκτός από τη σωματική βία την έλεγε τσουλα καριολα μαλακισμενη τρελή!Τα Δυδιμα ανώριμα πάντα!,,or,,,"['violence', 'force', 'brutality', 'abuse']",use of physical or psychological force with aggressive intent,State,0.51,1.24
EL2468,βίαιος,ADJ,,"['βάρβαρος', 'επιθετικός']",Άτομο που τείνει να χρησιμοποιεί επιθετική δύναμη εναντίον άλλων,,Οι περισσοτερες γυναικες στη ζωη μας εχουμε συνάντησει εστω και μια φορα εναν αντρα βιαιο και αυτο λεει πολλα!,,re,,,"['violent', 'aggressive', 'rough', 'brutal']",person who resorts to aggressive force,Person,0.7,0.54
EL2468,βίαιος,ADJ,,"['σφοδρός', 'άγριος']",Ενέργεια ή συμβάν όπου ασκείται έντονη δύναμη με καταστροφικά αποτελέσματα,,"«Όταν έφυγε πήρε τα δικά της, αλλά ήταν τόσο βίαιος ο χωρισμός, που ξέχασε να του ζητήσει το άλλο ζευγάρι».",,re,,,"['violent', 'fierce']",violent (event) : involving great destructive force,Behavioral_Trait,0.7,0.51
EL1006,βιασμός,NOUN,,"['σεξουαλική κακοποίηση', 'εξαναγκασμός']","Πράξη εξαναγκασμού σε σεξουαλική επαφή χωρίς συναίνεση, συχνά με απειλή ή φυσική δύναμη",,"ΕΝΤΕΛΩΣ ΞΑΦΝΙΚΑ ΟΣΟΙ ΑΣΕΛΓΟΥΝ ΚΑΙ ΠΡΟΒΑΙΝΟΥΝ ΣΕ ΚΑΚΟΠΟΙΗΣΗ ΒΙΑΣΜΟ ΚΑΙ ΑΛΛΕΣ ΠΑΡΟΜΟΙΕΣ ΠΡΑΞΕΙΣ ΧΑΡΑΚΤΗΡΙΖΟΝΤΑΙ ΩΣ ""ΕΧΟΝΤΕΣ ΨΥΧΟΛΟΓΙΚΑ ΠΡΟΒΛΗΜΑΤΑ""",,re,,,"['rape', 'sexual assault', 'violation', 'coercion']",forced sexual act without consent,Event,1.19,1.24
EL1006,βιασμός,NOUN,,['κατάφωρη παραβίαση'],"Βάναυση παραβίαση θεσμού, αρχής ή συμβόλου που θεωρείται ιερό ή απαραβίαστο",,"username username Εγώ όχι, αυτή κρίνει εξ ιδιων και βλέπει βιασμό. Αλήθεια που το είδε;;;",,re,,,"['violation', 'rape (fig.)']",violation (figurative) : brutal infringement of a revered entity,Event,1.19,0.57
EL2364,βιαστής,NOUN,,"['σεξουαλικός εγκληματίας', 'δράστης βιασμού', 'κακοποιητής']",άνθρωπος που εξαναγκάζει κάποιον σε σεξουαλική πράξη χωρίς συναίνεση,,"Αυτή εδώ η σκατιάρα σε οποιοδήποτε άλλο κράτος της ΕΕ έβγαινε σε κανάλι με εθνική εμβέλεια και έλεγε για έναν ΚΑΤΑΔΙΚΑΣΜΕΝΟ ΒΙΑΣΤΗ πως υπάρχει και το τεκμήριο αθωότητας, θα ήταν ήδη στον ΟΑΕΔ 7 το πρωί να κοιτάει προκηρύξεις",,re,,,"['rapist', 'sex offender', 'sexual predator']",person who forces someone into sexual intercourse,Person,1.24,1.29
EL187,βλάκας,NOUN,,"['ηλίθιος', 'ανόητος', 'κουτός', 'χαζός']",πρόσωπο με χαμηλή αντίληψη ή που φέρεται ανόητα,,Εγώ κάνω τον βλάκα γιατί με βολεύει.,,asf,,,"['idiot', 'fool', 'moron', 'dummy']",person considered stupid or foolish,Person,1.24,0.57
EL1906,βλακεία,NOUN,,"['ηλιθιότητα', 'κουταμάρα', 'ανοησία']",νοητική αδυναμία ή έλλειψη κρίσης ως σταθερό γνώρισμα,,"username username username Δεν σε έχω ξεπεράσει ακόμη. Είσαι ο βασιλιάς της βλακείας και ο,τι και να κάνεις δε θα κατέβεις από το θρόνο σου",,asm,,,"['stupidity', 'idiocy', 'foolishness']",persistent lack of intelligence or judgment,Behavioral_Trait,0.38,1.12
EL1906,βλακεία,NOUN,,"['κουταμάρα', 'ανοησία', 'πατάτα']",πράξη ή λόγος που θεωρείται πολύ ανόητος,,τα σπεις τα χλευαζετε αλλα τα ακουτε και δεν καταλαβαινω γιατι τα γραφετε εδω ΓΙΑΤΙ ΚΑΤΑΣΤΡΕΦΕΤΕ ΜΟΝΟΙ ΣΑΣ ΤΟ ΠΑΤΡΑ? εσεις που βριζετε και κραζετε κανετε κακο και οχι αυτοι που ειναι σε σπεις μπαινουμε να διαβασουμε και βλεπουμε τις βλακειες σας #πατρα,,asm,,,"['blunder', 'stupid thing', 'foolish act']",stupid act or remark,Event,0.38,1.02
EL318,βλακέντιος,NOUN,,"['βλάκας', 'βλαξ']","άντρας που χαρακτηρίζεται ως ακραία ανόητος, συχνά χλευαστικά",,Όλοι αυτοί που σήμερα κράζουν Καραμανλή τον ψήφιζαν με χέρια και με πόδια. Οι ίδιοι αυτοί σήμερα κράζουν και τη Μέρκελ που μέχρι εχθές την είχαν εικόνισμα. Βλακεντιοι μέχρι το μεδούλι.,,ddp,,,"['dummy', 'dimwit', 'simpleton']","male labeled as extremely stupid, used mockingly",Person,0.44,1.12
EL173,βλαξ,NOUN,,"['ανόητος', 'ηλίθιος', 'βλάκας']","άτομο με χαμηλή εξυπνάδα, λόγιος ή ειρωνικός τύπος",,Πάκη Παυλόπουλε φαφλατά ντροπιάζεις το θεσμό του ΠτΔ. Άρπα μια φάπα από τον σουλτάνο βλάξ.,,cds,,,"['fool', 'imbecile', 'blockhead']","person considered slow-witted, formal or ironic term",Person,1.24,1.31
EL1800,βλάχος,NOUN,,"['χωριάτης', 'αγροίκος', 'βοσκός', 'καράβλαχος']",κάτοικος επαρχίας ή άτομο που θεωρείται αγροίκος και αμόρφωτο,,"username username Δεν έχεις καταλάβει όταν πρόκειται για τον βλάχο, ακούν μόνο ότι τους συμφέρει;;;",,cds,,,"['redneck', 'hillbilly', 'yokel', 'bumpkin']",person from countryside perceived as uncouth or uneducated,Person,1.01,0.55
EL511,βόδι,NOUN,,"['χαζός', 'γίδι', 'ζώον', 'βουβάλι']",πρόσωπο που θεωρείται αργόστροφο ή δυσκίνητο,,username username username Είναι και τα δυο τελικά. Μα είναι να απορείς με αυτούς που τον πληρώνουν. Αυτός είναι εντελώς ΒΛΑΚΑΣ. Αλλά μάλλον το μόνο που τους νοιάζει κι αυτούς είναι απλά να υπάρχουν υβριστές σαν αυτό το βόδι τον username κι ας είναι εντελώς ηλίθιοι. Κρίμα στα παιδιά του ΑΝ ΕΧΕΙ ή ΑΝ ΚΑΝΕΙ,,an,,,"['ox', 'dumbhead', 'lummox', 'oaf']",person deemed slow-witted or clumsy,Person,0.43,0.6
EL541,βουβάλι,NOUN,,"['θηρίο', 'γομάρι', 'βόδι', 'βούβαλος']","άνθρωπος μεγαλόσωμος και άγαρμπος, συχνά θεωρείται χοντροκομμένος",,"Kάτσε στην άκρη ρε βλαμμένο, όταν στο βούρκο μαλώνουν τα βουβάλια, την πληρώνουν τα βατράχια. Και μίλα λιγότερο έως καθόλου. Άιντε, τρομάρα σου! (Αμένσωτο.Σχεδόν.)",,an,,,"['buffalo', 'brute', 'big guy', 'hulk']","large, clumsy person considered rough",Person,0.34,0.8
EL400,βούβαλος,NOUN,,"['βουβάλι', 'θηρίο', 'βόδι']","άτομο πολύ μεγαλόσωμο ή χοντροκομμένο, συχνά αδέξιο",,«Αμερικάνικος Βούβαλος»: Σύσσωμη η showbiz στην επίσημη πρεμιέρα της παράστασης,,an,,,"['buffalo', 'oaf', 'big brute', 'ox']","very big or coarse person, often clumsy",Person,0.48,0.2
EL2348,βραδύνους,ADJ,,"['βραδύστροφος', 'αργόστροφος', 'βλάκας']",άτομο που καθυστερεί να αντιληφθεί ή να αντιδράσει,,"Είστε οπωσδήποτε εμμονική και βραδύνους. Ζητείστε βοήθεια, δεν είναι κακό!",,ddp,,,"['slow-witted', 'slowpoke', 'sluggish thinker', 'dullard']",person slow to understand or react,Person,0.23,
EL1614,βρεφοκτονία,NOUN,,"['παιδοκτονία', 'νεογνοκτονία', 'δολοφονία βρέφους']","φόνος νεογέννητου από γονέα ή άλλο πρόσωπο, πράξη τιμωρούμενη ως ιδιαίτερο έγκλημα",,"Η αφίσα ξεκάθαρα απευθύνεται σε εκείνα τα περιστατικά όπου οι βρεφοκτονίες έγιναν με αφορμή την απόγνωση των νεαρών κοριτσιών όπου επίσης οι ύαινες είχατε πιάσει πέτρες για να πετάξετε. Ντροπή σας που τολμησατε να κάνετε συσχέτιση με το περιστατικό της Πάτρας, πουθεναδες.",,re,,,"['infanticide', 'baby killing', 'infant murder']",killing of an infant by parent or other person,Event,1.12,1.12
EL2252,βρόμικος,ADJ,,"['λερωμένος', 'ακάθαρτος', 'κατινιάρης', 'σάπιος']",άνθρωπος με κακή υγιεινή ή ανέντιμη συμπεριφορά,,"Νικολάου σε Παύλο Πολάκη: Είσαι φασίστας, βρόμικος, άθλιος και επικίνδυνος άνθρωπος",,dmc,,,"['filthy', 'dirty', 'sleazy', 'grubby']",person filthy or morally unscrupulous,Person,0.31,
EL2252,βρόμικος,ADJ,,"['ακάθαρτος', 'μουτζουρωμένος', 'λερωμένος']",αντικείμενο ή χώρος γεμάτος ρύπους,,Αναρχοφασίστες με βρόμικα νύχια ζουν ονειρώξεις με λουτρά αίματος με αχλή σκοταδισμού και αφίσες Μαζιώτη μέσα σε οσμές πατσά και ποδαρίλας.,,dmc,,,"['dirty', 'filthy', 'grimy']",object or place covered with dirt,Behavioral_Trait,0.31,1.35
EL1269,βρώμα,NOUN,,"['δυσωδία', 'κακοσμία', 'βρόμα']",έντονη δυσάρεστη οσμή που παραμένει,,username Τραγικες οι παρατάξεις εντός σχολών στη δικια μ μια έμεινε κ αυτή ειναι σα μην υπάρχει πλέον γτι πολύ απλα αδιαφορουσαμε όλοι..Βέβαια οσοι ανήκαν σ αυτή πηραν πτυχια κ εννοείται παλιότερα π είχε μια ακομα κ απο εκει ολοι πτυχία.Ασε δε βρωμια κ βανδαλισμοί σε νεόδμητο πανεπιστήμιο,,dmc,,,"['stench', 'bad smell', 'odor']",persistent foul smell,State,1.12,1.11
EL1269,βρώμα,NOUN,,"['άτιμη', 'τσούλα', 'πόρνη']",υβριστικός χαρακτηρισμός για άνθρωπο που θεωρείται ανήθικη,,Εργαλειοποιούν για πολιτικούς λόγους μέχρι και τους βιασμούς.Μιλάμε για τεράστια και ασύγκριτης βρώμας μουνόπανα.,,dmc,,,"['tramp', 'slut', 'filthy woman', 'whore']",insult for a woman deemed immoral,Person,1.12,0.9
EL1269,βρώμα,NOUN,,"['ακαθαρσία', 'σκουπίδι']",Ύλη ή βρωμιά που λερώνει χώρο ή αντικείμενο και συχνά μυρίζει άσχημα,,#υποκλοπες Είστε βουτηγμένοι μέσα στα σκατα κύριοι. Και όσο και να θέλετε να κρύψετε την βρώμα σας με ακριβά αρώματα και κοστούμια πάλι σκατιλα μυρίζετε.,,dmc,,,"['filth', 'grime']",filth : dirty matter,Object,1.12,0.9
EL1755,βυζανιάρικο,NOUN,," ['μωρό', 'γαλαθηνός']",Βρέφος ή νεογνό ανθρώπου/θηλαστικού που θηλάζει ακόμη,," Πάρε τούτο το βυζανιάρικο , μπας και γλιτώσει η ψυχούλα του το τούρκικο χαντζάρι.",,cds,,,"['nursling', 'suckling']",nursing infant : baby still suckling,Person,0.52,
EL1755,βυζανιάρικο,NOUN,,"['μαμόθρεφτο', 'ανώριμος']",Χαϊδευτικά-ειρωνικά για άτομο εξαρτημένο από τη μητρική φροντίδα ή συναισθηματικά ανώριμο,,Να μαλώνεις τον εαυτό σου καμιά φορά που κάθεται και κλαψουρίζει σαν μωρό κι εσύ κάθεσαι και του δίνεις γλειφιτζούρι μη και σου στεναχωρηθεί το βυζανιάρικο.,,cds,,,"['mama’s boy', 'baby']",mama’s boy : over-dependent person,Person,0.52,
EL1293,βωμολοχία,NOUN,,"['χυδαιολογία', 'βρισίδι', 'κακοστομία']",συχνή χρήση χυδαίων ή προσβλητικών λέξεων,,"Φωνητικής??? Η συγκεκριμένη μόνο καθηγήτρια βωμολοχίας, αθυροστομίας και τραμπουκισμού θα μπορούσε να είναι.",,dmc,,,"['foul language', 'profanity', 'obscenity']",habitual use of obscene or offensive language,Repetitive_Action,1.04,
EL1293,βωμολοχία,NOUN,,"['αισχρολογία', 'χυδαιολογία']",Χρήση χυδαίων ή σεξουαλικά άσεμνων εκφράσεων σε δημόσιο λόγο,,"Ο ΛεΜπρόν Τζέιμς δίνει ΣΥΓΚΙΝΗΤΙΚΗ, γεμάτη βωμολοχίες ομιλία στη γιορτή της νίκης στο Κλίβελαντ",,dmc,,,"['obscenity', 'swearing']",obscenity (speech) : utterance of vulgar words,Event,1.04,
EL2,γαβγίζω,VERB,,"['γαυγίζω', 'ουρλιάζω', 'φωνασκώ']","H παραγωγή δυνατού ήχου όπως κάνουν τα σκυλιά, ή η απότομη φωνή",,"Γάβγιζε χαρούμενα, όπως όλα τα σκυλιά όταν Κλείνω την πόρτα και περιμένω ν’ ακούσω τον μπάτσο να γαβγίζει ή την εισαγγελέα να μυξοκλαίει, αλλά δεν ακούω τίποτα. ",,an,,,"['bark', 'yell', 'snap']",produce loud sound like dogs or shout sharply,Event,0.16,1.15
EL190,γαϊδάρα,NOUN,,"['άξεστη', 'στρίγκλα', 'γαιδούρα', 'μουλάρα']","γυναίκα που θεωρείται αγενής, πεισματάρα ή αδέξια",,"«Κατέβα μωρή γαϊδάρα, κρίμα το ζωντανό»",,an,,,"['donkey woman', 'shrew', 'stubborn woman', 'oafish woman']","woman labeled rude, stubborn or clumsy",Person,0.44,
EL191,γάιδαρος,NOUN,,"['μουλάρι', 'χοντροκέφαλος', 'ζώον', 'ακαλλιέργητος']","άντρας αγενής ή πεισματάρης, μεταφορικά από το ζώο",,"Κάπου ωπα ρε εδώ μέσα με τους Δαλακοχεϊτερς και τους Δαλακοφανς. Τέτοιο μίσος από τις δύο πλευρές, έχουμε να δούμε από το '46-'49 Ηρεμήστε λίγο. Υπάρχει ζωή και το πέρα από το #survivorGR Ο σοφός λαός λέει, ""δύο γάιδαροι μαλώνανε σε ξένο αχυρώνα"" Get a life!!!",,om,,,"['jackass', 'donkey', 'boor', 'lout']",man considered rude or stubborn,Person,0.49,1.02
EL193,γαϊδούρι,NOUN,,"['γάιδαρος', 'βόδι', 'ζώον', 'μουλάρι']",ουδέτερη μορφή προσβολής για άτομο αγενές ή αδέξιο,,....όλα για εσάς Γυναίκες...... να μη μείνει γαϊδούρι για γαϊδούρι..!!!.μουλάρες...έ μουλάρες...,,an,,,"['donkey', 'oaf', 'jerk', 'lummox']",gender-neutral insult for rude or clumsy person,Person,0.44,1.07
EL807,γαμημένος,VERB,,"['καταραμένος', 'άθλιος', 'άχρηστος', 'σκατόψυχος']","πολύ υβριστικός χαρακτηρισμός για άτομο που προκαλεί οργή ή μίσος, συχνά ως αντικείμενο απειλής ή κατάρας",,username Πες τα καθικι μου...γαμημενοι απογονοι των Ναζι..μας έχουν πιεί το αίμα ..,,asm,,,"['fucked', 'damned', 'freaking', 'bloody']",strong curse expressing contempt toward a person,Person,0.8,1.26
