ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
AR2772,جاحد,n,['omw-arb-10007109-n'],[no_synset_lemma],ناكر للجميل والمعروف,,ساعدته كثيراً ولكنه كان ولداً جاحداً.,,dmc,yes,,,,,,
AR568,جاموس,n,[no_synset],[no_synset_lemma],شتيمة تصف الشخص بالبلادة والغباء الشديد والكسل,,تحرك أيها الجاموس، لقد عطلتنا.,,an,no,,,,,,
AR418,جاني,n,['omw-arb-09977660-n'],[no_synset_lemma],الشخص المسؤول عن إحداث مصيبة أو ضرر,,هو الجاني الحقيقي وراء خراب الشركة.,,dmc,yes,,,,,,
AR1079,جاهل,a,[no_synset],[no_synset_lemma],شخص لا علم لديه أو يفتقر للأدب وحسن التصرف,,لا تجادله، إنه جاهل وعنيد.,,ddp,yes,,,,,,
AR910,جبان,a,[no_synset],[no_synset_lemma],شخص يفتقر للشجاعة ويخاف من المواجهة,,هرب من القتال لأنه رجل جبان.,,cds,no,,,,,,
AR911,جبن,n,['omw-arb-07850329-n'],[no_synset_lemma],صفة الخوف الشديد والافتقار إلى الشجاعة,,منعه جبنه من قول الحقيقة.,,cds,no,,,,,,
AR2015,جرذ,n,['omw-arb-02331046-n'],[no_synset_lemma],وصف لشخص خسيس، جبان، وخائن,,إنه جرذ يهرب عند أول علامة للخطر.,,pr,no,,,,,,
AR736,جرو,n,"['omw-arb-01321579-n', 'omw-arb-01322343-n']",[no_synset_lemma],إهانة لشاب أو تابع، للتقليل من شأنه واعتباره قليل الخبرة,,ما زلت جرواً صغيراً لتتحداني.,,an,no,,,,,,
AR1089,جريمة,n,['omw-arb-00768701-n'],[no_synset_lemma],وصف لفعل أو شيء بأنه سيء أو قبيح إلى أقصى درجة,,تسريحة شعرك هذه جريمة في حق الموضة.,,cds,no,,,,,,
AR233,جشع,n,[no_synset],[no_synset_lemma],الرغبة المفرطة في الحصول على المزيد على حساب الآخرين,,جشعه جعله يخسر كل أصدقائه.,,svp,no,,,,,,
AR453,جلف,a,[no_synset],[no_synset_lemma],شخص فظ، غليظ الطبع، وعديم الذوق,,كان رده جلفاً وغير لائق.,,an,no,,,,,,
AR1401,جنون,n,['omw-arb-07516997-n'],[no_synset_lemma],وصف لفكرة أو تصرف بأنه غير عقلاني تماماً,,ما تقترحه هو الجنون بعينه.,,svp,no,,,,,,
AR1700,جهالة,n,['omw-arb-04891333-n'],[no_synset_lemma],حالة الجهل والحمق وغياب الحكمة,,تصرفاته تنم عن جهالة مطبقة.,,ddp,yes,,,,,,
AR1701,جهل,n,"['omw-arb-02708420-v', 'omw-arb-00803325-v', 'omw-arb-02072849-v', 'omw-arb-00421691-v', 'omw-arb-00742320-v', 'omw-arb-02052476-v', 'omw-arb-00358431-v', 'omw-arb-02050132-v', 'omw-arb-02230772-v', 'omw-arb-02051694-v', 'omw-arb-00339934-v']","['مرّ', 'بسط', 'إجتاز_بنجاح', 'نجح', 'تفوق_على_ذاته', 'تغاضى', 'أهمل', 'غادر', 'بدد', 'مات', 'اختفى', 'تجاوز', 'تفوق', 'ضنى', 'خَرَجَ_من_الدُّنْيَا', 'خَبَّرَ', 'جرى', 'إِنْتهى', 'تخمد', 'انقشع', 'لفظ_النفس_الأخير', 'خلص', 'هلك', 'حدث', 'شحب', 'نظف', 'فني', 'أزال', 'مر_الكرة_للاعب_آخر', 'واصل', 'واثق', 'رخّص', 'أمضى', 'خَفَّ', 'أنفق', 'دار', 'انخفض', 'موت', 'قال', 'تخطى', 'حصل', 'تلاشى', 'سلم_الروح', 'اتصل', 'جدّ', 'سلّم_الرُّوح', 'اِخْتفى', 'جاوز', 'وَقَعَ', 'صادف', 'فنِي', 'مضى', 'لفظ_النّفس_الأخِير', 'أبرئ', 'بهت', 'سير', 'سلّم_بِاليدّ', 'غلط', 'بذل', 'أصبح', 'بذر', 'عبر', 'ذهب', 'صفى', 'تخطّى', 'نهك', 'جد', 'نقل', 'خَرَجَ', 'سلّم', 'أقر_ب', 'صحا', 'ساعد_على', 'طالب', 'بلغ', 'أنفق_الثروة', 'وقع_الحادث', 'أعطى', 'أعد', 'استعمل', 'جهل', 'نور', 'فضل', 'تخلى_عن_دوره_في_اللعب', 'ألغى_إعلان', 'غادر_المسرح', 'استمر', 'اِنْتقل_إلى_الرّفِيق_الأعْلى', 'أدى', 'ذبل', 'بز', 'انقضى', 'رحل', 'خَوَّلَ', 'مر', 'انهار', 'أجاز', 'أمْضى', 'أخضع_السفينة_لشروط_الجمارك', 'تبادل_الشيكات', 'تبادل', 'مد_يده_للوصول_ل', 'قضى', 'امتد', 'أصبح_لا_مباليا', 'مرر', 'فاق', 'أخمد', 'لجأ', 'حرر', 'قدم', 'زفر', 'وصل', 'سمح', 'تنقضي', 'مشرق', 'تغوط', 'تحرق_شوقا', 'مشى', 'تأول', 'خرج', 'اعتزم', 'أضعف', 'عرف_ب', 'تبرز', 'انطلق', 'أوْصل', 'سافر', 'ربح', 'إنتقل_إلى', 'خطر_في_البال', 'شق_طريقه', 'استخدم', 'يوجد', 'باع', 'اِنْقضى', 'فسر', 'اِجْتاز', 'أعْطى', 'كان_في_متناول_اليد', 'ظهر', 'مات_من_الجوع', 'وثب', 'تعفن', 'بلّغ', 'أصبح_أقل_تعرضا', 'استهلك', 'توقف', 'تضاءل', 'وقع', 'فقد']",انعدام المعرفة، ويستخدم للتحقير,,أنت تتحدث عن جهل، فاصمت.,,ddp,yes,,,,,,
AR678,جيفة,n,[no_synset],[no_synset_lemma],شتيمة قاسية جداً لوصف شخص بأنه مقرف ومنحط أخلاقياً,,ابتعد عني أيها الجيفة النتنة.,,cds,no,,,,,,
AR2413,حانق,a,['omw-arb-00113818-a'],[no_synset_lemma],شخص شديد الغضب والحقد,,نظر إليّ نظرة شخص حانق.,,svp,no,,,,,,
AR2560,حذلقة,n,[no_synset],[no_synset_lemma],التظاهر بالمعرفة والمهارة بشكل مبالغ فيه ومزعج,,توقف عن الحذلقة وتكلم ببساطة.,,cds,no,,,,,,
AR1522,حرامي,n,['omw-arb-10707804-n'],[no_synset_lemma],الشخص الذي يسرق، لص,,هذا التاجر حرامي، يغش في الميزان.,,re,no,,,,,,
AR1792,حسد,n,['omw-arb-00758335-n'],['حسد'],تمني زوال نعمة الغير,,كل انتقاداته نابعة من الحسد لا أكثر.,,svp,no,,,,,,
AR1765,حَشَرة,n,['omw-arb-02159955-n'],[no_synset_lemma],إهانة قوية لوصف شخص بأنه تافه ومثير للازدراء,,أنت مجرد حشرة، لا قيمة لك.,,an,no,,,,,,
AR6,حقارة,n,[no_synset],[no_synset_lemma],صفة الدناءة والخسة وانحطاط الشأن,,لم أر في حياتي حقارة مثل هذه.,,dmc,yes,,,,,,
AR451,حقر,n,['omw-arb-00845299-v'],"['اِمْتهن', 'شتم', 'ذل', 'أذلّ', 'أمات_الجسد', 'حقّر', 'غم', 'أخزى', 'حقر', 'أهان', 'تغنغر', 'هزم_على_نحو_حاسم', 'تنسك', 'كبح_الشهوة', 'تحدى']",استصغر شأن شخص وازدراه,,حقره لفقره ولباسه الرث.,,cds,no,,,,,,
AR218,حمار,n,[no_synset],[no_synset_lemma],شتيمة شائعة جداً لوصف شخص بالغباء الشديد,,لا يفهم شيئاً، إنه حمار.,,om,no,,,,,,
AR50,حماقة,n,['omw-arb-04891333-n'],"['غباوة', 'جهاْلة', 'حماقة', 'حُمْق', 'غباء', 'جهْل']",قلة العقل والسخف في التصرف,,يا لها من حماقة أن تثق به.,,ddp,yes,,,,,,
AR1408,حنق,n,['omw-arb-01773346-v'],"['امتعض', 'استاء', 'حنق', 'اِغْتاظ', 'اِسْتاء', 'اِمْتعض', 'اغتاظ']",الحقد والغيظ الشديد,,كان يتكلم بحنق واضح على نجاح زميله.,,svp,no,,,,,,
AR156,حيوان,n,['omw-arb-00015388-n'],"['مخْلُوق', 'بهِيْمة', 'كائِن_حيّ', 'دابّة', 'وَحْش', 'حيوان']",إهانة تصف شخصاً بأنه بلا عقل أو أخلاق، ويتصرف بغريزته فقط,,كيف تفعل هذا؟ أنت حيوان!,,ddp,yes,,,,,,
AR2776,خائن,n,[no_synset],[no_synset_lemma],من يخون الأمانة أو العهد أو الوطن,,وصفوه بالخائن لبيعه أسرار الشركة.,,dmc,yes,,,,,,
AR1044,خادع,v,[no_synset],[no_synset_lemma],شخص ماكر، يظهر عكس ما يبطن لخداع الآخرين,,ابتسامته خادعة، لا تثق به.,,dmc,yes,,,,,,
AR1071,خارج عن القانون,n,[no_synset],[no_synset_lemma],وصف لشخص لا يحترم القوانين والأعراف,,يعيش حياة خارج عن القانون ولا يهتم بأحد.,,cds,no,,,,,,
AR2514,خاضع,n,[no_synset],[no_synset_lemma],إهانة لشخص توصفه بالضعف والذل والاستسلام للآخرين,,إنه خاضع لمديره بشكل مهين.,,cds,no,,,,,,
AR2527,خاطئ,a,"['omw-arb-02035337-a', 'omw-arb-02461723-a']",[no_synset_lemma],مرتكب للخطأ أو الإثم,,أنت خاطئ ويجب أن تعترف بذنبك.,,dmc,yes,,,,,,
AR348,خبث,n,"['omw-arb-00745637-n', 'omw-arb-00749574-n']",[no_synset_lemma],صفة المكر والفساد الداخلي والرغبة في إيذاء الآخرين,,أرى الخبث في عينيه.,,pr,no,,,,,,
AR478,خبيث,n,['omw-arb-14237561-n'],[no_synset_lemma],شخص سيء الطبع، ماكر، وينوي الشر,,إنه رجل خبيث لا يؤتمن على سر.,,dmc,yes,,,,,,
AR1042,خداع,n,"['omw-arb-00752431-n', 'omw-arb-06758225-n', 'omw-arb-00769092-n']",[no_synset_lemma],إظهار عكس الحقيقة بهدف التضليل والغش,,حياته كلها كانت مبنية على الخداع.,,dmc,yes,,,,,,
AR96,خدعة,n,['omw-arb-05905802-n'],[no_synset_lemma],حيلة ماكرة لتضليل شخص ما,,لقد كانت مجرد خدعة ليأخذوا أموالك.,,an,no,,,,,,
AR1045,خديعة,n,['omw-arb-06758225-n'],[no_synset_lemma],فعل الغش والمكر والخيانة,,وقعنا ضحية خديعة كبرى.,,dmc,yes,,,,,,
AR325,خذل,v,"['omw-arb-02528380-v', 'omw-arb-00434374-v', 'omw-arb-02529284-v']","['تعطّل', 'أهْمل', 'هجر', 'أضعف', 'فشل', 'خَابَ', 'خذل', 'سقط_في_أمتحان', 'أهمل', 'لا_يهتم', 'فلس', 'أخسر', 'أخْفق', 'انقرض', 'قصر_عن', 'تخلى', 'بهت', 'فشِل', 'ترك', 'سقط', 'استخف', 'توقّف', 'كف_عن_أداء_وظيفته']",التخلي عن نصرة شخص في وقت حاجته إليك,,لقد خذل أصدقاءه عندما كانوا في أمس الحاجة إليه.,,cds,no,,,,,,
AR2315,خرب,v,"['omw-arb-01566490-v', 'omw-arb-01566705-v', 'omw-arb-00388635-v', 'omw-arb-02527651-v']","['ضلل', 'هدم', 'انجرف', 'فقر', 'ألحق_الضرر_ب', 'أضعف', 'ضر', 'ترقرق_بالماء', 'دلّع', 'لعق', 'تعطل', 'نزع_الزهر_عن_النبات', 'ضل', 'ثبت_على_محك_النقد', 'أفْسد', 'بدد', 'سلب_المرأة_عفافها', 'فلس', 'جرف', 'دهن_بطبقة_رقيقة', 'شوّه', 'دلل', 'تهدم', 'كدر', 'خدع', 'دهور', 'شوه', 'قام_بأعمال_السلب', 'دلّل', 'غمر', 'آذى', 'انهار', 'أتْلف', 'جلا', 'خرب', 'خَرَّبَ', 'كذب', 'أباد', 'افتقر', 'غسل', 'هدّم', 'ضلّل', 'دمر', 'دمّر', 'نهب', 'أذي', 'خضع', 'دام', 'نقع', 'أبطل', 'فسد', 'سلق', 'أحبط', 'تلف', 'عامل_برفق']",وصف للشخص الفاسد أخلاقياً أو الذي لا أمل في إصلاحه,,هذا الرجل خرب، لا تتعامل معه.,,qas,no,,,,,,
AR111,خروج,n,"['omw-arb-00058519-n', 'omw-arb-05470189-n', 'omw-arb-00044455-n']",[no_synset_lemma],التمرد على الجماعة أو الدين أو التقاليد,,اعتبروا أفكاره خروجاً على مبادئهم.,,asm,no,,,,,,
AR2093,خروف,n,"['omw-arb-02412440-n', 'omw-arb-02411705-n']",[no_synset_lemma],إهانة للشخص الذي يتبع الآخرين دون تفكير أو إرادة,,لا تكن خروفاً في القطيع، فكر بنفسك.,,an,no,,,,,,
AR2481,خزعبلات,n,[no_synset],[no_synset_lemma],كلام فارغ وسخيف لا قيمة له، معتقدات باطلة,,توقف عن ترديد هذه الخزعبلات.,,pr,no,,,,,,
AR309,خسيس,n,[no_synset],[no_synset_lemma],شخص منحط ودنيء في أفعاله وطبعه,,إنه رجل خسيس يغدر بأصدقائه.,,an,no,,,,,,
AR787,خشونة,n,"['omw-arb-04710127-n', 'omw-arb-01224031-n']",[no_synset_lemma],الفظاظة وغلظة الطبع في التعامل مع الناس,,كانت معاملته تتسم بالخشونة والجفاء.,,an,no,,,,,,
AR15,خمول,n,"['omw-arb-05042138-n', 'omw-arb-01062583-n']",[no_synset_lemma],وصف مهين لشخص كَسول جداً وعديم النشاط,,إنه موظف خمول لا ينجز أي عمل.,,svp,no,,,,,,
AR1508,خنزير,n,['omw-arb-07668702-n'],[no_synset_lemma],شتيمة قاسية تصف الشخص بالقذارة أو الشراهة أو انعدام الأخلاق,,ابتعد عني أيها الخنزير.,,an,no,,,,,,
AR894,خنيث,n,[no_synset],[no_synset_lemma],إهانة شديدة للرجل تصفه بالتشبه بالنساء في التأنث والتخنث,,يسخرون من مشيته ويقولون إنه خنيث.,,om,no,,,,,,
AR916,دجال,n,"['omw-arb-10497202-n', 'omw-arb-10334782-n']",[no_synset_lemma],شخص محتال ومخادع يدعي المعرفة أو القدرة على فعل أمور خارقة,,هذا الشيخ مجرد دجال يسرق أموال الناس.,,ddp,yes,,,,,,
AR1544,دعارة,n,[no_synset],[no_synset_lemma],وصف مهين لسلوك يعتبر منحلًا أخلاقياً وفاسداً,,حياتهم عبارة عن دعارة وفسق.,,pr,no,,,,,,
AR1536,دعاره,n,[no_synset],[no_synset_lemma],صيغة أخرى لوصف الفساد الأخلاقي والانحلال,,هذا المكان مليء بالدعارة والانحطاط.,,pr,no,,,,,,
AR498,دوغمائية,n,[no_synset],[no_synset_lemma],وصف ازدرائي للتشبث بالأفكار دون نقاش أو دليل، والتعصب لها,,إنه شخص دوغمائي لا يقبل الرأي الآخر.,,cds,no,,,,,,
AR1055,ديماغوجية,n,[no_synset],[no_synset_lemma],خداع الجماهير بالكلام المعسول والشعارات البراقة لتحقيق أهداف شخصية,,خطابه مليء بالديماغوجية لكسب الأصوات.,,cds,no,,,,,,
AR476,ديوث,n,[no_synset],[no_synset_lemma],شتيمة قاسية للرجل الذي لا يغار على شرف أهل بيته ويقبل الفاحشة فيهم,,وصفه المجتمع بأنه ديوث لسكوته عن خيانة زوجته.,,an,no,,,,,,
AR2147,ذبابة,n,['omw-arb-02190166-n'],[no_synset_lemma],وصف لشخص مزعج، لحوح، وتافه,,لا تكن مثل الذبابة، اتركني وشأني.,,an,no,,,,,,
AR560,رأسمالي,n,"['omw-arb-09882716-n', 'omw-arb-09609232-n']",[no_synset_lemma],وصف مهين لشخص جشع لا يهتم إلا بالمال واستغلال الفقراء,,إنه رأسمالي مقيت لا يرحم عماله.,,qas,no,,,,,,
AR1482,رجعي,n,['omw-arb-10508475-n'],[no_synset_lemma],وصف ازدرائي لشخص متخلف في أفكاره ومعادٍ للتقدم والتطور,,أفكاره رجعية تنتمي إلى العصور الوسطى.,,cds,no,,,,,,
AR1480,رجعية,n,[no_synset],[no_synset_lemma],صفة مهينة للأفكار أو الأنظمة المتخلفة التي تعارض الحداثة,,يجب أن نحارب الرجعية والفكر الظلامي.,,cds,no,,,,,,
AR46,رداءة,n,[no_synset],[no_synset_lemma],صفة لسوء الصنع أو تدني المستوى بشكل عام,,رداءة عملك واضحة للجميع.,,cds,no,,,,,,
AR730,رعاع,n,['omw-arb-08401819-n'],"['دهْماء', 'عوام', 'عامّة', 'رعاع']",وصف مهين لعامة الناس بأنهم همج وغوغاء بلا وعي,,كان يحتقر الشعب ويصفهم بالرعاع.,,qas,no,,,,,,
AR2751,رعديد,n,[no_synset],[no_synset_lemma],شخص جبان جداً يرتعد خوفاً من أبسط الأشياء,,إنه رعديد يخشى حتى من ظله.,,cds,no,,,,,,
AR1131,رياء,n,['omw-arb-00752431-n'],[no_synset_lemma],التظاهر بالصلاح والتقوى أمام الناس خلافاً للحقيقة,,صلاته كانت مجرد رياء لكسب ثقة الناس.,,dmc,yes,,,,,,
AR1734,زائف,n,['omw-arb-02461723-a'],[no_synset_lemma],شخص أو شيء غير حقيقي، مخادع ومصطنع,,مشاعره زائفة وابتسامته مصطنعة.,,dmc,yes,,,,,,
AR2478,زاني,n,[no_synset],[no_synset_lemma],من يرتكب فاحشة الزنا، وتستخدم كشتيمة للطعن في الشرف,,وصفها بالزانية في وسط الشارع.,,pr,no,,,,,,
AR794,زب,n,[no_synset],[no_synset_lemma],كلمة بذيئة جداً تشير إلى العضو الذكري، وتستخدم كشتيمة قاسية,,شتيمة تعبر عن أقصى درجات الغضب والاحتقار.,,asm,no,,,,,,
AR793,زبر,n,[no_synset],[no_synset_lemma],صيغة أخرى بذيئة جداً للعضو الذكري تستخدم كشتيمة عنيفة,,كلمة سوقية تستخدم في الشجارات العنيفة.,,asm,no,,,,,,
AR652,زمرة,n,"['omw-arb-08240633-n', 'omw-arb-00031264-n']",[no_synset_lemma],وصف مهين لمجموعة بأنها عصبة فاسدة ومتآمرة,,هذه الزمرة الفاسدة يجب أن تحاسب.,,cds,no,,,,,,
AR2182,زنجي,n,[no_synset],[no_synset_lemma],كلمة عنصرية مهينة تستخدم للتحقير على أساس لون البشرة السوداء,,"استخدم كلمة ""زنجي"" كشتيمة عنصرية.",,ps,yes,,,,,,
AR1276,زنديق,n,['omw-arb-10007109-n'],[no_synset_lemma],شخص ملحد وكافر بالدين بشكل متطرف، وتستخدم كإهانة عقدية,,اتهموه بالزندقة بسبب أفكاره التحررية.,,dmc,yes,,,,,,
AR362,زور,n,"['omw-arb-13960464-n', 'omw-arb-06756407-n']","['صمم', 'أعد_من_طريق_التحويل', 'نظم', 'صاغ_اللغة', 'كوّن', 'تشكل', 'تكوين', 'أحرز_مكانة', 'سدد_من_طريق_العمل', 'جرى_بقوة', 'احتال', 'اشتغل', 'عمل_في_دكان_حداد', 'زيف', 'ألف', 'زور', 'أدار', 'شكّل', 'أثار', 'سكب', 'تقدم', 'حول', 'شكل', 'تألف', 'برز', 'شغل', 'أنشأ', 'إتخذ_شكلا', 'كيف', 'تعفن', 'فعل', 'صاغ', 'حدث', 'تطور', 'لفق', 'طرق_الحديد', 'كون_فكرة', 'رتب', 'غير', 'جسد', 'حل_مسألة']",شهادة الباطل والكذب المتعمد للإضرار بالآخرين,,شهد زوراً ضد جاره ليسجنه.,,cds,no,,,,,,
AR2128,ساخر,n,[no_synset],[no_synset_lemma],من يستهزئ بالآخرين ويحتقرهم بأسلوب لاذع,,أسلوبه الساخر يجرح مشاعر الناس.,,asm,no,,,,,,
AR1069,ساذج,n,[no_synset],[no_synset_lemma],شخص قليل الخبرة، يسهل خداعه لفرط بساطته,,إنه شاب ساذج يصدق أي شيء.,,asf,no,,,,,,
AR720,سارق,n,['omw-arb-10707804-n'],[no_synset_lemma],من يسرق، لص,,أنت سارق سرقت فكرتي.,,dmc,yes,,,,,,
AR2358,سخر,v,"['omw-arb-00031820-v', 'omw-arb-01003249-v', 'omw-arb-01573515-v', 'omw-arb-00851933-v', 'omw-arb-00849332-v', 'omw-arb-01259691-v', 'omw-arb-00028565-v', 'omw-arb-02657219-v', 'omw-arb-00916274-v', 'omw-arb-00849080-v']","['أطلق', 'عنف', 'قمع', 'اقتلع', 'إنطبق_على', 'تكيف', 'إنطبق_على_شكل', 'طابق_الأرقام', 'تبرعم', 'لائم', 'عبر_بالإبتسام', 'التهم', 'عاد_فجأءة', 'عقد_تعقيدا_شديدا', 'فرقع', 'أخذ_لقْطة', 'خَرَقَ', 'سدد', 'زَمْجَرَ', 'تمزق', 'خدع', 'بارى', 'قدح', 'انفجر', 'مزق_حزنا', 'أطلق_النار', 'لقح', 'ابتسم', 'زود', 'بكى_من_الفرح', 'وافق', 'ضحِك_من', 'وازى', 'شوى', 'هر_الكلب_مخرجا_أسنانه', 'تشظى', 'جر_اللسان', 'قطع', 'ناغم', 'قارن', 'وبخ', 'وجه_ضربة', 'انقطع', 'ضحك', 'إندفع_بسرعة', 'قتل', 'أقر', 'جدول', 'إنتقد_بحدة', 'هزأ_من', 'كافأ', 'قطع_الى_قطع_صغيرة', 'صوب', 'ماثل', 'حمص', 'سلم', 'توصل_إلى_تسوية', 'أطلق_نحو_الهدف', 'ضبط', 'تثلّم', 'اِتّفق', 'عبر', 'تدخل', 'إنسجم_مع', 'تحمص', 'جرح', 'حقن', 'رد_بعنف', 'صوّر_فُوتُوغرافِيًّا', 'جعله_مطابقا', 'قفز_على', 'خرج_للصيد', 'تصور_فوتغرافيا', 'قضم', 'توافق', 'تكسّر', 'هدم', 'أعد', 'تهكم', 'أطلق_النار_في_الهواء', 'كبح', 'دون', 'صوّر', 'نطق_بكلمة_لاذعة', 'هزِئ', 'تشابك', 'مزح', 'صور_فوتغرافيا', 'سخر', 'كسر', 'فحص', 'حسب', 'أصاب', 'أوقف', 'اِبْتسم', 'تطابق', 'تـطابق', 'انكسر', 'تراسل', 'تماشى', 'انسجم', 'رسم_مربعات', 'قرر_بسرعة', 'انحرف', 'قلد', 'عرض_الخصم_للخطر', 'قطع_على_شكل_رقاقات', 'حسب_النقاط', 'عبر_بزمجرة', 'قدم', 'هزأ', 'وصل', 'هزأ_ب', 'عد', 'تهشم', 'تهكّم', 'جهز', 'لاءم', 'ناسب', 'قذف_فجأة', 'انتزع', 'سحب_مالا', 'ودع', 'إنقصف_فجأة', 'انفتق', 'قدم_المال', 'سخِر', 'أخذ_صورة', 'قيد', 'زجر', 'طقطق_الأصابع', 'حاكى_بسخرية', 'باع', 'لقف', 'عض', 'كبت', 'إنغلق_بحركة_مفاجئة', 'نهش', 'ضحِك', 'برز', 'نسق', 'مزق', 'زمجر', 'تحدى_بإزدراء', 'أصبح_مضحك', 'اِسْتهْزأ', 'اصطاد', 'مطره_بالأسئلة', 'حقق', 'شوه_بكسر', 'أصاب_بالفتق', 'انزلق', 'نما', 'مزّق', 'أعدم', 'اتفق', 'أحبط', 'صور']",استهزأ بشخص أو شيء وحقّره,,سخر من طريقة كلامه أمام الجميع.,,asm,no,,,,,,
AR1795,سخط,n,['omw-arb-07516354-n'],[no_synset_lemma],الغضب الشديد والكراهية تجاه شخص أو وضع ما,,نظر إليه بسخط وامتعاض.,,svp,no,,,,,,
AR862,سخيف,n,[no_synset],[no_synset_lemma],شخص أو شيء تافه لا قيمة له ومثير للضحك,,يا له من رجل سخيف!,,asm,no,,,,,,
AR954,سذاجة,n,['omw-arb-04895558-n'],"['سذاجة', 'سِرْعة_التّصْدِيق']",صفة البساطة المفرطة التي تصل إلى حد الغباء,,استغلوا سذاجته وسرقوا أمواله.,,asm,no,,,,,,
AR2151,سراق,n,['omw-arb-10707804-n'],[no_synset_lemma],صيغة مبالغة من سارق، وتصف من يمتهن السرقة,,هؤلاء المسؤولون مجرد سراق للمال العام.,,re,no,,,,,,
AR2662,سطحية,n,[no_synset],[no_synset_lemma],صفة مهينة لشخص أو فكرة تفتقر إلى العمق والجدية,,أفكاره سطحية ولا تستحق النقاش.,,cds,no,,,,,,
AR2242,سفاح,n,['omw-arb-10231087-n'],[no_synset_lemma],مجرم يقتل بدم بارد، قاتل متسلسل,,وصفوا الدكتاتور بأنه سفاح قتل شعبه.,,re,no,,,,,,
AR1756,سفاك,n,"['omw-arb-10338707-n', 'omw-arb-10231087-n']",[no_synset_lemma],من يكثر من سفك الدماء، شديد القتل,,إنه حاكم سفاك للدماء.,,re,no,,,,,,
AR14,سلبي,n,[no_synset],[no_synset_lemma],شخص لا مبادرة لديه، متشائم، وغير فعال,,لا تكن سلبياً وشارك في حل المشكلة.,,svp,no,,,,,,
AR13,سلبية,n,[no_synset],[no_synset_lemma],موقف أو سلوك يتسم باللامبالاة والانهزامية,,سلبيته هي سبب فشله الدائم.,,svp,no,,,,,,
AR32,سمسار,n,['omw-arb-09777012-n'],[no_synset_lemma],وصف مهين لمن يتوسط في الصفقات المشبوهة لتحقيق الربح,,إنه مجرد سمسار حروب لا يهمه إلا المال.,,cds,no,,,,,,
AR1270,سوء,n,"['omw-arb-07304852-n', 'omw-arb-00745637-n']",[no_synset_lemma],وصف عام لأي شيء قبيح أو فاسد,,سوء خلقه أبعد الناس عنه.,,dmc,yes,,,,,,
AR790,سوقية,n,[no_synset],[no_synset_lemma],صفة للكلام أو التصرفات المنحطة التي تليق بالسوقة والعامة,,كلامه مليء بالسوقية والبذاءة.,,an,no,,,,,,
AR645,سَيّئ,a,[no_synset],[no_synset_lemma],وصف عام لشخص أو شيء فاسد أو رديء,,إنه إنسان سيئ السمعة.,,ddf,yes,,,,,,
AR1205,شخص غير مستقر,n,[no_synset],[no_synset_lemma],إهانة تصف شخصاً بأنه متقلب المزاج، غير موثوق، أو مجنون,,لا يمكن الاعتماد عليه، إنه شخص غير مستقر.,,dmc,yes,,,,,,
AR78,شرج,n,[no_synset],[no_synset_lemma],كلمة بذيئة جداً تشير إلى فتحة الشرج، وتستخدم كإهانة قاسية,,شتيمة سوقية تستخدم للتعبير عن الاحتقار الشديد.,,ddp,yes,,,,,,
AR1539,شرموط,a,[no_synset],[no_synset_lemma],وصف بذيء ومهين للرجل الذي يتصرف بلا أخلاق أو شرف,,يتهمه الناس بأنه شرموط بسبب علاقاته المتعددة.,,pr,no,,,,,,
AR1535,شرموطة,n,[no_synset],[no_synset_lemma],شتيمة بذيئة وقاسية للمرأة، تعني عاهرة أو امرأة منحلّة أخلاقياً,,شتمها بأقبح الألفاظ قائلاً لها يا شرموطة.,,pr,no,,,,,,
AR1183,شره,n,[no_synset],[no_synset_lemma],وصف مهين للشخص النهم والجشع الذي لا يشبع أبداً,,إنه شره للمال والسلطة.,,svp,no,,,,,,
AR739,شرير,n,['omw-arb-09831962-n'],[no_synset_lemma],شخص مؤذٍ ونواياه سيئة، يستمتع بإيذاء الآخرين,,إنه رجل شرير يستمتع بمعاناة الآخرين.,,dmc,yes,,,,,,
AR1418,شقي,a,['omw-arb-09831962-n'],[no_synset_lemma],مجرم أو خارج عن القانون، سيء السلوك,,قبضت الشرطة على عصابة من الأشقياء.,,re,no,,,,,,
AR2601,شهواني,a,[no_synset],[no_synset_lemma],شخص تسيطر عليه رغباته الجنسية بشكل مفرط ومقزز,,نظرته الشهوانية لها كانت مقرفة.,,svp,no,,,,,,
AR2574,صرصور,n,[no_synset],[no_synset_lemma],إهانة تصف شخصاً بأنه حقير ومقرف وجبان,,اختبأ مثل الصرصور عندما بدأت المشكلة.,,an,no,,,,,,
AR625,صعلوك,n,[no_synset],[no_synset_lemma],شخص فقير متسول، أو شخص لا قيمة له وبلا أخلاق,,لا تتصرف كالصعاليك في الشوارع.,,dmc,yes,,,,,,
AR2442,صوص,n,[no_synset],[no_synset_lemma],إهانة لشاب صغير لتقزيمه واعتباره بلا خبرة,,ما زلت صوصاً صغيراً لتتحدث في هذه الأمور.,,an,no,,,,,,
AR2469,صيني,a,['omw-arb-03133538-n'],[no_synset_lemma],تستخدم أحياناً كوصف ازدرائي لشيء رخيص أو مقلد الجودة,,"هذه البضاعة ""صيني""، ستتعطل بسرعة.",,ps,yes,,,,,,
