Word,POS,Stereotype,Tag,Synset,Source,Glossa,Glossa EN,Lingua Glossa,Simona,Komal,Commenti Simona,Commenti Komal,Disagreement 3-0,Disagreement 1/2-0,agreement,Viviana,Valerio
bestia,n,yes,ddp,bn:12145501n,WIKIDATA,Genus of plants,,en,0,0,,,FALSE,FALSE,TRUE,,
bestia,n,no,an,bn:12145501n,WIKIDATA,Genus of plants,,en,0,0,,,FALSE,FALSE,TRUE,,
bestiaccia,n,yes,ddp,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
torso,n,no,or,bn:00011748n,OMWN_IT,"Tronco umano// Il tronco è il segmento centrale del corpo degli animali, su cui si inseriscono gli arti anteriori e posteriori e su cui poggiano testa e collo.// Segmento centrale del corpo degli animali// La parte anatomica di un essere umano a cui sono collegati gli arti. Vi sono presenti cuore e polmoni.",The body excluding the head and neck and limbs,it,0,1,,,,,FALSE,,0
sciacallo,n,no,an,bn:00011773n,WIKI,"Il furto di cadaveri è il prelevamento di cadaveri da un cimitero, in seguito a dissotterramento o estumulazione.",Someone who takes bodies from graves and sells them for anatomical dissection,it,2,3,,,,,FALSE,,2
impiegato,n,yes,pa,bn:00012129n,OMWN_IT,"Someone who sells tickets (e.g., theater seats or travel accommodations)","Someone who sells tickets (e.g., theater seats or travel accommodations)",en,1,0,,,,,FALSE,,1
cafoneria,n,yes,pa,bn:00012156n,OMWN_IT,Inelegance by virtue of being an uncouth boor,Inelegance by virtue of being an uncouth boor,en,3,0,,,TRUE,FALSE,FALSE,,3
bestialità,n,yes,ddp,bn:00010106n,OMWN_IT,Sexual activity between a person and an animal,Sexual activity between a person and an animal,it,3,3,,,FALSE,FALSE,TRUE,,
bestialità,n,no,an,bn:00010106n,OMWN_IT,Sexual activity between a person and an animal,Sexual activity between a person and an animal,en,3,3,,copia!,FALSE,FALSE,TRUE,,
bestialità,n,yes,ddp,bn:00013515n,IWN,Qualità di chi è brutale e feroce,The trait of extreme cruelty,it,3,3,,,FALSE,FALSE,TRUE,,
bestialità,n,no,an,bn:00013515n,IWN,Qualità di chi è brutale e feroce,The trait of extreme cruelty,it,3,3,,,FALSE,FALSE,TRUE,,
bestione,n,yes,ddp,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
bestione,n,no,an,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
palla,n,no,qas,bn:00012225n,OMWN_IT,A person who evokes boredom,A person who evokes boredom,en,3,2,,,,,FALSE,,3
bigolo,n,no,asm,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
bigotto,n,yes,dmc,bn:00010352n,OMWN_IT,"Religioso in modo ipocrita ed esagerato.// Una giovane donna;giovane donna non sposata.// Religioso in modo ipocrita ed esagerato// L'intolleranza è l'atteggiamento di colui che nei vari campi dello spirito umano considera le proprie idee, sentimenti e opinioni così incontestabilmente vere e fondate da negare aprioristicamente valore a una qualsiasi difformità di pensiero che le metta in discussione.// In un contesto sociale o politico è l'intransigenza verso persone o opinioni che esprimano punti di vista differenti dai nostri// Persona fortemente fedele al proprio gruppo sociale e irrazionalmente intollerante o sprezzante degli altri.",A prejudiced person who is intolerant of any opinions differing from his own,it,3,3,,,FALSE,FALSE,TRUE,,
bigotto,n,yes,dmc,bn:00061885n,OMWN_IT,A self-righteous or sanctimonious person,A self-righteous or sanctimonious person,en,3,3,,,FALSE,FALSE,TRUE,,
biotto,a,yes,is,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
accidia,n,no,svp,bn:00012232n,IWN,"Sentimento di fastidio, stanchezza interiore e disinteresse nei confronti della vita propria e altrui.// Sentimento di fastidio, stanchezza interiore e disinteresse nei confronti della vita propria e altrui// La noia è uno stato di demotivazione, temporanea o duratura, nata dall'assenza di azione, dall'ozio o dall'essere impegnato in un'attività sostenuta da stimoli che si recepiscono come ripetitivi o monotoni o, comunque, contrari a quelli che si reputano più confacenti alle proprie inclinazioni e capacità.// Stato di insoddisfazione, temporanea o duratura, nata dall''assenza di azione// Stato di essere annoiato.",The feeling of being bored by something tedious,it,2,3,,,FALSE,FALSE,FALSE,,2
bue,n,no,an,bn:00012273n,OMWN_IT,"Il bovino domestico, ovvero toro, popolarmente chiamato talvolta impropriamente bue, denominazione questa riservata al toro che ha subito una castrazione, è una specie di mammifero artiodattilo appartenente alla famiglia Bovidae.// Plurale di toro, bovino maschio// Specie di mammifero appartenente alla famiglia dei Bovidi// Bovini domestici, comprese le vacche, i manzi e i tori, allevati in un ranch o in una fattoria.// Bovino domestico, indipendentemente dal sesso o età.// Citazioni sul bue, la mucca e il vitello.",Domesticated bovine animals as a group regardless of sex or age- Bible,it,1,0,,,FALSE,TRUE,FALSE,,1
birbanteria,n,no,cds,bn:00026739n,OMWN_IT,Reckless or malicious behavior that causes discomfort or annoyance in others,Reckless or malicious behavior that causes discomfort or annoyance in others,en,3,3,,,FALSE,FALSE,TRUE,,
boss,n,no,cds,bn:00012294n,WIKIDATA,A person responsible for hiring workers,A person responsible for hiring workers,en,1,0,,,FALSE,TRUE,FALSE,,0
birignao,n,no,cds,bn:08861997n,WIKI,"Con il termine birignao si indica, nella terminologia teatrale, un'impostazione vocale tendente a esporre la dizione alla nasalizzazione dei suoni che rende la declamazione leziosa.",,it,0,0,,,FALSE,FALSE,TRUE,,
boss,n,no,cds,bn:00012295n,IWN,"Capo// Persona a capo di un'organizzazione criminale// Persona che comanda, governa o che è responsabile.",A person who exercises control and makes decisions,it,1,2,,,FALSE,FALSE,FALSE,,2
birro,n,no,cds,bn:18510334n,WIKIDATA,Pàgina de desambiguació de Wikimedia ,,ca,,0,manca la glossa,,FALSE,FALSE,TRUE,,
uccello,n,no,asm,bn:00012486n,WIKI,"Gli ptilonorinchidi, o uccelli giardinieri, sono una famiglia di uccelli dell'ordine dei passeriformi.// Famiglia di uccelli",Any of various birds of the Australian region whose males build ornamented structures resembling bowers in order to attract females,it,1,0,,,,,FALSE,,0
bischeraggine,n,no,asm,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
bischerata,n,no,asm,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
asta,n,no,asm,bn:00012518n,OMWN_IT,"Albero che sporge obliquamente oltre la prora dei velieri.// Albero che sporge obliquamente oltre la prora dei velieri// Il bompresso è un albero montato a prua delle antiche navi ed armato nelle imbarcazioni di fattura più moderna per le andature di traverso, lasco, granlasco e, più raramente, poppa.",A spar projecting from the bow of a vessel,it,1,0,,,FALSE,TRUE,FALSE,,0
bischero,n,no,asm,bn:00035672n,OMWN_IT,Persona con poco giudizio o intelligenza.,A person who lacks good judgment,it,3,3,,,FALSE,FALSE,TRUE,,
bischero,n,no,asm,bn:02640316n,WIKI,Il pirolo è un componente di alcuni strumenti musicali cordofoni che ne permette l'accordatura.,A tuning peg is used to hold a string in the pegbox of a stringed instrument.,it,0,0,,,FALSE,FALSE,TRUE,,
babbeo,n,yes,ddp,bn:00012591n,WIKT,A man who is a stupid incompetent fool,A man who is a stupid incompetent fool,en,3,2,,,FALSE,FALSE,FALSE,,3
bischero,n,no,asm,bn:00061274n,OMWN_IT,Legnetto per regolare la tensione degli strumenti musicali.// Legnetto per regolare la tensione degli strumenti musicali,Regulator that can be turned to regulate the pitch of the strings of a stringed instrument,it,0,0,,,FALSE,FALSE,TRUE,,
bischerume,n,no,asm,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
cerebroleso,n,yes,ddp,bn:00012690n,WIKI,La cerebrolesione o lesione cerebrale è la presenza di un danno localizzato a livello del sistema nervoso centrale.,"Injury to the brain that impairs its functions (especially permanently); can be caused by trauma to the head, infection, hemorrhage, inadequate oxygen, genetic abnormality, etc.",it,1,3,,,,,FALSE,,1
verga,n,no,asm,bn:00012756n,IWN,Corto ramoscello secco.// Corto ramoscello secco,A small branch or division of a branch (especially a terminal division); usually applied to branches of the current or preceding year,it,1,0,,,,,FALSE,,0
broccolo,n,no,or,bn:00012814n,OMWN_IT,"Pianta erbacea del genere Brassica largamente coltivata in numerose varietà// Il cavolo è una pianta appartenente alla famiglia delle Brassicacee.// Il cavolo cappuccio è una varietà di Brassica oleracea.// Pianta utilizzata come verdura// Pianta con infiorescenze commestibili// Specie di pianta della famiglia Brassicaceae// Pianta commestibile di cui esistono molte varietà, chiamata scientificamente Brassica oleracea.",Any of various cultivars of the genus Brassica oleracea grown for their edible leaves or flowers,it,1,0,,,FALSE,TRUE,FALSE,,0
broccolo,n,no,or,bn:00012820n,OMWN_IT,"Il Broccolo, chiamato anche cavolo broccolo, è una varietà di Brassica oleracea, la grande famiglia di piante conosciute comunemente come cavoli e che comprende numerose varietà molto diverse di aspetto.",Plant with dense clusters of tight green flower buds,it,1,0,,,FALSE,TRUE,FALSE,,0
broccolo,n,no,or,bn:00013264n,OMWN_IT,Branched green undeveloped flower heads,Branched green undeveloped flower heads,en,1,0,,,FALSE,TRUE,FALSE,,0
marrone,n,no,asm,bn:00013394n,IWN,"Il colore marrone è una variante di uno dei colori dello spettro che l'uomo riesce a vedere.// Colore// Colore rosso-arancio, incluso il colore del legno, della cioccolata o del caffè.",An orange of low brightness and saturation,it,1,0,,,,,FALSE,,1
pantegana,n,no,pr,bn:00013413n,OMWN_IT,"Il ratto grigio', noto anche come ratto marrone, ratto norvegese, ratto delle chiaviche, surmolotto o pantegana è un mammifero roditore della famiglia dei Muridi.// Specie di animale della famiglia Muridae// Topo che vive nelle fogne.",Common domestic rat; serious pest worldwide,it,1,0,,,,,FALSE,,1
bizzoco,n,yes,dmc,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
contadino,n,no,qas,bn:00013623n,OMWN_IT,A country person,A country person,en,1,0,,,,,FALSE,,1
borghese,n,no,qas,bn:00012439n,WIKIDATA,"Professione// Uomo che fa commercio e business, lavorando in un'istituzione commerciale.",A capitalist who engages in industrial commercial enterprise,it,1,1,,,FALSE,FALSE,TRUE,,
borghese,n,no,qas,bn:00012440n,OMWN_IT,"Chi appartiene alla borghesia, al ceto medio// I burgher sono un gruppo etnico euroasiatico, storicamente stanziato in Sri Lanka.",A member of the middle class,it,1,1,,,FALSE,FALSE,TRUE,,
borghese,n,no,qas,bn:00019380n,OMWN_IT,"Un civile, secondo il diritto internazionale umanitario, è una persona che non è membro delle forze armate del proprio paese.",A nonmilitary citizen,it,0,0,,,FALSE,FALSE,TRUE,,
bufalo,n,no,an,bn:00013655n,IWN,"Grosso mammifero ruminante dalle corna sviluppatissime rivolte all'indietro, allevato anche come animale domestico","Any of several Old World animals resembling oxen including, e.g., water buffalo; Cape buffalo",it,1,0,,,FALSE,TRUE,FALSE,,1
borghese,n,no,qas,bn:03617357n,WIKI,"I Borghese, o Borghesi in origine, sono una famiglia principesca e papale italiana originaria di Siena, che ha avuto per molti secoli una grande influenza nella storia politica e religiosa di Roma, di Siena e dell'Italia in generale.// Nobile famiglia senese trapiantata a Roma.","Borghese is the surname of a family of Italian noble and papal background, originating as the Borghese or Borghesi in Siena, where they came to prominence in the 13th century holding offices under the commune.",it,0,0,,,FALSE,FALSE,TRUE,,
borghese,a,no,qas,bn:00098768a,IWN,Conforming to the standards and conventions of the middle class,Conforming to the standards and conventions of the middle class,en,1,1,,,FALSE,FALSE,TRUE,,
gay,n,no,om,bn:00013707n,OMWN_IT,Chi pratica la sodomia,Someone who engages in anal copulation (especially a male who engages in anal copulation with another male),it,3,0,questa accezione è quella più usata per insultare,,,,FALSE,,0
sodomita,n,no,om,bn:00013707n,OMWN_IT,Chi pratica la sodomia,Someone who engages in anal copulation (especially a male who engages in anal copulation with another male),it,1,3,,,,,FALSE,,1
borghese,n,no,qas,bn:00012441n,OMWN_IT,"Ceto medio.// Ceto medio// Il ceto medio o piccola borghesia è la classe sociale di incerta definizione composta da tutti quei gruppi, che, per status e risorse economiche, si collocano in posizione intermedia nella gerarchia sociale e tra i quali sono tradizionalmente annoverati i commercianti, gli artigiani, gli impiegati, i liberi professionisti, i militari e i membri del clero.// La borghesia è una delle classi sociali nelle quali, secondo alcune scuole di pensiero socio-economiche occidentali, in particolare il marxismo, viene suddivisa la società capitalista.",The social class between the lower and upper classes,it,1,1,,,FALSE,FALSE,TRUE,,
boria,n,no,cds,bn:00029945n,IWN,"Eccessivo compiacimento verso se stessi.// Eccessivo compiacimento verso se stessi// Il termine egotismo, dall'inglese egotism e anche dal francese égotisme entrambi derivati dal latino ĕgo «io» indica un comportamento che consiste nell'esagerata considerazione narcisistica di se stessi come persona dotata di alte qualità.// Comportamento che consiste nell'esagerata considerazione narcisistica di se stessi come persona dotata di alte qualità// Tendenza a pensare a sé e all'interesse personale.",An exaggerated opinion of your own importance,it,3,3,,,FALSE,FALSE,TRUE,,
boria,n,no,cds,bn:00006563n,OMWN_IT,Audacious (even arrogant) behavior that you have no right to,Audacious (even arrogant) behavior that you have no right to,en,3,3,,,FALSE,FALSE,TRUE,,
boria,n,no,cds,bn:00003605n,OMWN_IT,Feelings of excessive pride,Feelings of excessive pride,en,3,3,,,FALSE,FALSE,TRUE,,
bulgaro,n,yes,ps,bn:00013757n,OMWN_IT,Abitante e/o nativo della Bulgaria// I bulgari // Lingua slava meridionale parlata principalmente in Bulgaria.,A native or inhabitant of Bulgaria,it,0,1,,,FALSE,FALSE,FALSE,,1
boria,n,no,cds,bn:00011673n,OMWN_IT,Outspoken conceit,Outspoken conceit,en,3,3,,,FALSE,FALSE,TRUE,,
boria,n,no,cds,bn:00005893n,IWN,Superbia ostinata e provocatoria,Overbearing pride evidenced by a superior manner toward inferiors,it,3,3,,,FALSE,FALSE,TRUE,,
boria,n,no,cds,bn:00021531n,OMWN_IT,"Nel linguaggio comune, il termine vanità indica un'eccessiva credenza nelle proprie capacità e attrazione verso gli altri.// Sentimento di orgoglio eccessivo.",The trait of being unduly vain and conceited; false pride,it,3,3,,,FALSE,FALSE,TRUE,,
bulgaro,n,yes,ps,bn:00013758n,OMWN_IT,La lingua bulgara// La lingua bulgara è una lingua slava meridionale parlata principalmente in Bulgaria.// Lingua indoeuropea del ceppo slavo meridionale,A Slavic language spoken in Bulgaria,it,0,1,,,FALSE,FALSE,FALSE,,0
massa,n,no,cds,bn:00013768n,IWN,Quantità indeterminata,The property of something that is great in magnitude,it,1,0,,,,,FALSE,,1
palla,n,no,qas,bn:00013807n,OMWN_IT,"Tipo di proiettile per armi da fuoco// La pallottola è un proiettile utilizzato da un'arma da fuoco portatile ed individuale.// Proiettile, generalmente di metallo, sparato ad alta velocità da un'arma.",A projectile that is fired from a gun,it,1,0,,,,,FALSE,,0
boss,n,no,cds,bn:03411230n,WIKIDATA,"In ambito criminale e specialmente mafioso una famiglia indica un'aggregazione di elementi criminali che hanno tra loro vincoli o rapporti di affinità, i quali si riconoscono in un capo e si danno una struttura gerarchica per riuscire a controllare tutti gli affari leciti e illeciti della zona dove operano.// Aggregazione di elementi criminali che hanno tra loro vincoli o rapporti di affinità","A crime family is a unit of an organized crime syndicate, particularly the Mafia, often operating within a specific geographic territory.",it,2,2,"si serve a denotare una persona che è il boss di un gruppo mafioso peró allo stesso tempo potrebbe essere usato come insulto, quindi prefisco mettere 2",,FALSE,FALSE,TRUE,,
bue,n,no,an,bn:00013829n,OMWN_IT,Bovino giovane// Un toro castrato.,Castrated bull,it,1,0,,,FALSE,TRUE,FALSE,,1
vagabondo,n,yes,dmc,bn:00013851n,OMWIKI,"Persona abbandonata dalla società, specialmente una persona senza casa permanente né mezzi di sostentamento.",A person who is deemed to be despicable or contemptible,it,2,3,,,,,FALSE,,2
vagabondo,n,yes,dmc,bn:00013852n,OMWN_IT,"Un hobo è un vagabondo che adotta in maniera tendenzialmente volontaria uno stile di vita senzatetto improntato alla semplicità, al viaggio, all'avventura, alla ricerca interiore, alla marginalità, svolgendo talvolta lavori occasionali.// Persona abbandonata dalla società, specialmente una persona senza casa permanente né mezzi di sostentamento.",A disreputable vagrant,it,3,1,,,,,FALSE,,3
boss,n,no,cds,bn:08920795n,WIKI,"Boss è uno dei personaggi principali della saga di Mazinga, creato dallo sceneggiatore Go Nagai.// Personaggio di Mazinga",,it,0,0,,,FALSE,FALSE,TRUE,,
fannullone,n,yes,dmc,bn:00013853n,OMWN_IT,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
bottegaio,n,yes,pa,bn:00053470n,OMWN_IT,Chi gestisce una bottega.// Chi gestisce una bottega,A merchant who owns or manages a shop,it,0,0,,,FALSE,FALSE,TRUE,,
bottegaio,n,yes,pa,bn:00077860n,OMWN_IT,"Commercio illecito.// Commercio illecito// Il commercio, in economia, ovvero lo scambio in forma di acquisto e/o vendita di beni valutari o di consumo, mobili o immobili, e di servizi su un mercato in cambio di moneta, è una delle attività principali su cui, da sempre, si fonda il sistema economico.// Scambio in forma di acquisto e/o vendita di beni// Atto o processo di acquisto, vendita o scambio di beni e servizi sia a all'ingrosso che al dettaglio, all'interno di un paese o tra paesi.",The commercial exchange (buying and selling on domestic or international markets) of goods and services,it,0,0,,,FALSE,FALSE,TRUE,,
bovino,n,no,an,bn:00012462n,OMWN_IT,Grosso mammifero erbivoro ruminante della famiglia dei Bovidi,Any of various members of the genus Bos,it,0,0,,,FALSE,FALSE,TRUE,,
bovino,n,no,an,bn:00012273n,OMWN_IT,"Il bovino domestico, ovvero toro, popolarmente chiamato talvolta impropriamente bue, denominazione questa riservata al toro che ha subito una castrazione, è una specie di mammifero artiodattilo appartenente alla famiglia Bovidae.// Plurale di toro, bovino maschio// Specie di mammifero appartenente alla famiglia dei Bovidi// Bovini domestici, comprese le vacche, i manzi e i tori, allevati in un ranch o in una fattoria.// Bovino domestico, indipendentemente dal sesso o età.// Citazioni sul bue, la mucca e il vitello.",Domesticated bovine animals as a group regardless of sex or age- Bible,it,0,0,,,FALSE,FALSE,TRUE,,
bovino,a,no,an,bn:00098771a,OMWN_IT,"Relativo a buoi, mucche, tori e vitelli",Of or relating to or belonging to the genus Bos (cattle),it,0,0,,,FALSE,FALSE,TRUE,,
fannullone,n,no,svp,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
branco,n,no,cds,bn:00055408n,OMWN_IT,A disorderly crowd of people,A disorderly crowd of people,en,3,3,per le persone è usato per fare riferimento ad un gruppo pericoloso di persone oppure ad un gruppo di persone peró paragonate agli animali nel senso di bestie.,,FALSE,FALSE,TRUE,,
ozioso,n,yes,dmc,bn:00013853n,OMWN_IT,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,è meno aggressivo di pelandrone per esempio,,,,FALSE,,3
ozioso,n,no,svp,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
branco,n,no,cds,bn:00060104n,OMWN_IT,"Branco di tre o più cani impiegati per le battute di caccia, o nel traino di una slitta",A group of hunting animals,it,0,0,,,FALSE,FALSE,TRUE,,
scioperato,n,yes,dmc,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,1,3,,,,,FALSE,,3
scioperato,n,no,svp,bn:00013853n,OMWN_IT,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,1,3,,,,,FALSE,,3
branco,n,no,cds,bn:00069625n,OMWN_IT,"In biologia un banco corrisponde ad un gruppo di pesci che vive e nuota insieme per ragioni sociali, muovendosi in maniera coordinata.",A large group of fish,it,0,0,,,FALSE,FALSE,TRUE,,
branco,n,no,cds,bn:03450398n,WIKITR,The term wolfpack refers to the mass-attack tactics against convoys used by German U-boats of the Kriegsmarine during the Battle of the Atlantic and submarines of the United States Navy against Japanese shipping in the Pacific Ocean in World War II.,The term wolfpack refers to the mass-attack tactics against convoys used by German U-boats of the Kriegsmarine during the Battle of the Atlantic and submarines of the United States Navy against Japanese shipping in the Pacific Ocean in World War II.,en,0,0,,,FALSE,FALSE,TRUE,,
branco,n,no,cds,bn:04845645n,WIKIDATA,"Dans la mythologie grecque, Branchos est un héros de la région de Milet aimé d'Apollon, dont il reçoit le don de voyance.",,fr,0,0,,,FALSE,FALSE,TRUE,,
branco,n,no,cds,bn:08875002n,WIKI,"Nella mitologia greca, Branco era il nome di diversi personaggi all'epoca del mito.",,it,0,0,,,FALSE,FALSE,TRUE,,
branco,n,no,cds,bn:08978710n,WIKI,"Il Branco è nello scautismo quell'unità che riunisce bambini e bambine dagli 8 agli 11-12 anni, che vengono chiamati ""lupetti"" e ""lupette"".",,it,0,0,,,FALSE,FALSE,TRUE,,
sfaccendato,n,yes,dmc,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
sfaccendato,n,no,cds,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
sfaticato,n,yes,dmc,bn:00013853n,IWN,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,"in dialetto napoletano come in siciliano sfaticato è sinonimo anche di disoccupato (""senza fatica""= senza lavoro)",,,,FALSE,,3
sfaticato,n,no,svp,bn:00013853n,OMWN_IT,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
brigante,n,no,cds,bn:00069789n,OMWN_IT,"Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa.// Uomo dall'aspetto poco rassicurante, dall'espressione equivoca o minacciosa",A wicked or evil person; someone who does evil deliberately,it,3,3,,,FALSE,FALSE,TRUE,,
brigante,n,no,cds,bn:00008314n,OMWN_IT,An armed thief who is (usually) a member of a band,An armed thief who is (usually) a member of a band,en,3,3,,,FALSE,FALSE,TRUE,,
vagabondo,n,yes,dmc,bn:00013853n,OMWN_IT,Persona pigra e inconcludente che passa il tempo senza far nulla di buono.// Persona pigra e inconcludente che passa il tempo senza far nulla di buono,Person who does no work,it,2,3,,,,,FALSE,,3
banda,n,no,cds,bn:00013874n,WIKIDATA,Grande quantità di persone.,An informal body of friends,it,0,1,,,FALSE,FALSE,FALSE,,0
trabiccolo,n,no,cds,bn:00014083n,IWN,Veicolo usurato;macchina vecchia e malandata.// Macchina vecchia e malandata,A car that is old and unreliable,it,1,0,,,,,FALSE,,1
broccolo,n,no,or,bn:00028138n,OMWN_IT,Persona stupida.// Persona stupida// Persona con poco giudizio o intelligenza.,A person who is not very bright,it,3,3,,,FALSE,FALSE,TRUE,,
beccaio,n,yes,pa,bn:00014211n,OMWN_IT,"Chi scanna.// Chi scanna// Il macellaio è, dall'origine, l'addetto all'abbattimento, scuoiatura, disossatura e sezionamento degli animali, mammiferi od avicoli, ad uso alimentare e alla preparazione delle carni per il consumo.// Professione// Persona che macella e prepara la carne per la vendita.",A person who slaughters or dresses meat for market,it,0,1,,,FALSE,FALSE,FALSE,,0
zucca,n,no,or,bn:00014295n,OMWN_IT,Plant bearing buff-colored squash having somewhat bottle-shaped fruit with fine-textured edible flesh and a smooth thin rind,Plant bearing buff-colored squash having somewhat bottle-shaped fruit with fine-textured edible flesh and a smooth thin rind,en,1,0,,,,,FALSE,,1
culo,n,no,om,bn:00014304n,IWN,Le due masse muscolari formate dai glutei// Ciascuna delle due masse carnose posizionate all'estremità superiore della parte posteriore delle cosce.,Either of the two large fleshy masses of muscular tissue that form the human rump,it,3,0,,,,,FALSE,,0
scarabocchio,n,no,cds,bn:00014503n,OMWN_IT,La cacografia è un errore di ortografia o un cattivo stile.,Poor handwriting,it,1,0,,,,,FALSE,,1
broccolone,n,no,or,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
brodosa,a,no,asf,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
caimano,n,no,an,bn:00014584n,IWN,"Rettile simile al coccodrillo ma più piccolo, diffuso nei fiumi e nelle paludi dell'America centrale e meridionale",A semiaquatic reptile of Central and South America that resembles an alligator but has a more heavily armored belly,it,1,0,,,,,FALSE,,1
brutto,a,yes,ddf,bn:00097966a,OMWN_IT,Non buono; sfavorevole; negativo.,Having undesirable or negative qualities,it,2,2,,,FALSE,FALSE,TRUE,,
brutto,a,yes,ddf,bn:00101247a,OMWN_IT,Moralmente deprecabile.// Moralmente deprecabile// Moralmente reprensibile.,Morally reprehensible,it,3,3,,,FALSE,FALSE,TRUE,,
becco,n,no,an,bn:00014611n,OMWN_IT,Informal terms for the mouth,Informal terms for the mouth,en,1,2,,,FALSE,FALSE,FALSE,,1
combriccola,n,no,cds,bn:00015038n,OMWN_IT,Gruppo ristretto di persone che professano idee o comportamenti e forme di vita particolari,An exclusive circle of people with a common purpose,it,1,0,,,,,FALSE,,1
consorteria,n,no,cds,bn:00015038n,OMWN_IT,Gruppo ristretto di persone che professano idee o comportamenti e forme di vita particolari,An exclusive circle of people with a common purpose,it,0,1,,,,,FALSE,,1
verga,n,no,asm,bn:00015240n,OMWN_IT,"Bastone da passeggio o per altri usi, spesso con grosso pomo all'estremità superiore.// Bastone da passeggio o per altri usi, spesso con grosso pomo all'estremità superiore",A stick that people can lean on to help them walk,it,1,0,,,,,FALSE,,0
palla,n,no,qas,bn:00015309n,OMWN_IT,"Proiettile per cannoni.// Proiettile per cannoni// La palla di cannone è un tipo di proiettile obsoleto, privo di carica esplosiva interna, sparato da armi individuali o da cannoni, bombarde e mortai.",A solid projectile that in former times was fired from a cannon,it,1,0,,,,,FALSE,,0
buaggine,n,no,an,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
bucaiolo,n,no,om,**NotInBN***,,,,,,,,,FALSE,FALSE,,,
coatto,n,yes,ddp,bn:00015767n,OMWN_IT,Persona rinchiusa in una prigione in attesa di giudizio.,A person who is confined; especially a prisoner of war,it,0,1,,,,,FALSE,,1
zucca,n,no,or,bn:00015784n,OMWN_IT,"La regione anatomica contente il cervello e gli organi specifici di senso;negli uomini e negli animali, la parte del corpo che contiene il cervello;negli uomini e negli animali, la parte del corpo che contiene il cervello e i principali organi di senso.// Negli uomini e negli animali, la parte del corpo che contiene il cervello e i principali organi di senso// Negli uomini e negli animali, la parte del corpo che contiene il cervello// In anatomia, la testa di un animale è la parte superiore del corpo, dove sono situati in genere gli occhi, la bocca, le orecchie, il naso e il cervello.// Parte rostrale del corpo// Parte del corpo di un animale o di un uomo, che contiene il cervello, la bocca e i principali organi di senso.",The upper part of the human body or the front part of the body in animals; contains the face and brains,it,3,0,,,,,FALSE,,0
carrozzone,n,no,cds,bn:00015839n,IWN,"Mezzo di trasporto utilizzato per viaggiare, dove si può anche dormire e dotato anche di cucina e, spesso, bagno.",A procession (of wagons or mules or camels) traveling together in single file,it,1,0,,,,,FALSE,,1
carrozzone,n,no,cds,bn:00015840n,OMWN_IT,A camper equipped with living quarters,A camper equipped with living quarters,en,0,1,,,,,FALSE,,0
pescecane,n,no,an,bn:00015907n,OMWN_IT,"Il Carcharodon carcharias, chiamato anche grande squalo bianco, carcarodonte o talvolta semplicemente squalo bianco o pescecane, è un pesce condroitto della famiglia dei Lamnidi.// Specie di squalo",Large aggressive shark widespread in warm seas; known to attack humans,it,0,1,,,,,FALSE,,1
